formula,AN1,AN2,AND,ANd,Rc1,Rc2,RcD,Rcd,Vmc,Rm1,Rm2,RmD,Rmd,Vmm,AW1,AW2,AWD,AWd,D1,D2,DD,Dd,Eea1,Eea2,EeaD,Eead,XM1,XM2,XMD,XMd,XP1,XP2,XPD,XPd,Gp1,Gp2,GpD,Gpd,Hf1,Hf2,HfD,Hfd,I11,I12,I1D,I1d,I21,I22,I2D,I2d,LP1,LP2,LPD,LPd,Tm1,Tm2,TmD,Tmd,P1,P2,PD,Pd,Cp1,Cp2,CpD,Cpd,K1,K2,KD,Kd,VEC1,VEC2,VECD,VECd,sVEC1,pVEC1,dVEC1,fs,fp,fd,W1,W2,WD,Wd,Hmix,Smix/R,Smix/kb,PHSmis,PHSmix,PHSS,t1,t2,deltaT,alpha,t1_1,t2_1,deltaT_1,alpha_1
Mn3.1Sn0.5Zn0.4N1,30.9,29.01353965,8.642337647,0.279687302,0.14484,0.143298277,0.015754821,0.108773968,0.013197992,0.14312,0.142226998,0.011687754,0.081664018,0.012531094,69.4077879,64.33412524,21.66493999,0.3121399,7.1277,7.113617119,0.306860245,0.04305179,-0.160144,-1.21682627,0.565114688,3.52879089,1.6592,1.649227985,0.134919828,0.081316193,1.555,1.538742782,0.165121168,0.106187246,7.5,6.5625,2.906888371,0.387585116,12.13966,11.30718358,3.000970494,0.247203834,7.4218,7.370231548,0.660294752,0.088966929,15.229559,15.12298267,1.262045737,0.082868173,217.6813,98.75592783,131.1278538,0.602384559,1473.4254,1226.1165,479.1278225,0.325179559,4.3,4.255319149,0.458257569,0.106571528,26.1328,26.12199399,0.530277814,0.020291657,25.3284,11.07596132,31.92930694,1.260612867,6.5,5.874125874,2.109502311,0.324538817,2,0.2,4.3,0.307692308,0.030769231,0.661538462,3.997,3.990940312,0.160128074,0.040062065,-13.2496,1.05058658,0.138797099,-13.91985195,-1.839006047,-1.932035073,390.15,439.15,49,-6.73,391,439,48,-7.93
Mn3.1Sn0.4Zn0.5N1,30.5,28.79078695,8.200609733,0.26887245,0.1445,0.142887752,0.016057708,0.11112601,0.013125126,0.14267,0.141825338,0.011381305,0.079773637,0.012402345,68.3411879,63.77031968,20.49249347,0.299855681,7.1252,7.111179093,0.306240037,0.042979851,-0.194384,-1.145306204,0.538223645,2.76886804,1.665,1.653658829,0.144585615,0.086838207,1.5488,1.534216887,0.155327267,0.100288783,7.46,6.55226209,2.829911659,0.379344726,12.14552,11.32175973,2.991255524,0.246284681,7.4628,7.402655751,0.715526771,0.09587913,15.29620148,15.18118858,1.315590022,0.086007629,216.83568,95.27205916,132.1876458,0.609621285,1477.1774,1242.453865,472.214786,0.319673714,4.28,4.237288136,0.448998886,0.104906282,26.09836,26.08789949,0.521408506,0.019978593,26.3164,11.0916723,33.89490196,1.287976394,6.66,5.991440799,2.214587998,0.33252072,2,0.16,4.5,0.3003003,0.024024024,0.675675676,3.996,3.990088978,0.158063278,0.039555375,-12.3808,1.05058658,0.132445647,-13.00710233,-1.639783069,-1.722734086,314.15,370.15,56,-53.25,313,371,58,-25.3
Mn3.1Sn0.3Zn0.6N1,30.1,28.57142857,7.712976079,0.256245052,0.14416,0.142479571,0.016347917,0.113401202,0.013052261,0.14222,0.14142594,0.011048059,0.077682876,0.012273597,67.2745879,63.21631033,19.18957219,0.285242508,7.1227,7.108742738,0.305598118,0.042904814,-0.228624,-1.081726735,0.507612075,2.220292159,1.6708,1.658113544,0.153425422,0.091827521,1.5426,1.529717538,0.144607192,0.093742508,7.42,6.542056075,2.750199993,0.370646899,12.15138,11.3363735,2.981497381,0.245362863,7.5038,7.435366506,0.764595292,0.101894412,15.36284397,15.23984427,1.363786027,0.088771716,215.99006,92.02561939,133.2336415,0.616850801,1480.9294,1259.232484,465.1687682,0.314105972,4.26,4.219409283,0.438634244,0.102965785,26.06392,26.05389387,0.510065558,0.019569794,27.3044,11.10742791,35.72528277,1.308407537,6.82,6.113537118,2.30382291,0.337803946,2,0.12,4.7,0.293255132,0.017595308,0.68914956,3.995,3.989238007,0.15596474,0.039039985,-11.5152,1.041506046,0.125594174,-11.99315043,-1.446242033,-1.506269822,330.15,381.15,51,-27.84,330,381,51,-29.7
Mn3.2Sn0.4Zn0.4N1,30.4,28.68068834,8.236504113,0.270937635,0.14484,0.143298277,0.015754821,0.108773968,0.013197992,0.14258,0.141729277,0.01142373,0.080121544,0.012381039,68.1323488,63.53474772,20.57464913,0.301980623,7.1284,7.114285095,0.30721237,0.04309696,-0.192384,-1.136627626,0.536896851,2.790756251,1.6572,1.647346185,0.134298771,0.081039568,1.5468,1.532378372,0.154653678,0.099982983,7.36,6.501547988,2.755068057,0.374329899,12.24008,11.46082559,2.91093174,0.237819666,7.4236,7.372022917,0.660202878,0.088932981,15.24970721,15.1431453,1.260390681,0.082650156,222.61508,100.8474878,130.2441448,0.58506434,1493.7068,1267.185002,458.7374997,0.307113484,4.28,4.237288136,0.448998886,0.104906282,26.11696,26.10685598,0.51231619,0.019616226,24.1528,10.80580378,31.46684903,1.302824063,6.56,5.949008499,2.08,0.317073171,2,0.16,4.4,0.304878049,0.024390244,0.670731707,3.988,3.982508506,0.15249918,0.038239514,-12.4672,1.011627911,0.133603402,-12.6121675,-1.66566033,-1.68502848,358.15,414.15,56,-8.93,357,413,56,-9.91
Mn3.2Sn0.3Zn0.5N1,30,28.4629981,7.745966692,0.25819889,0.1445,0.142887752,0.016057708,0.11112601,0.013125126,0.14213,0.141330418,0.011088106,0.078013834,0.01225229,67.0657488,62.98480626,19.26572303,0.287266203,7.1259,7.111846612,0.306598581,0.043025945,-0.226624,-1.073981703,0.506340315,2.234274899,1.663,1.651766909,0.144086779,0.086642682,1.5406,1.527889784,0.143797218,0.093338451,7.32,6.491499227,2.671628717,0.364976601,12.24594,11.47580081,2.900712391,0.236871354,7.4646,7.404462919,0.715338829,0.095830832,15.31634969,15.20150682,1.312980152,0.085724091,221.76946,97.21719851,131.3428381,0.592249438,1497.4588,1284.642921,451.3438111,0.301406497,4.26,4.219409283,0.438634244,0.102965785,26.08252,26.07280096,0.502044908,0.019248328,25.1408,10.82075716,33.4943176,1.332269363,6.72,6.069364162,2.182109072,0.324718612,2,0.12,4.6,0.297619048,0.017857143,0.68452381,3.987,3.981660765,0.150269757,0.037689932,-11.5792,1.00657448,0.126666609,-11.65532722,-1.466698003,-1.47634078,292.15,344.15,52,-106.43,250,197,53,-33.8
Mn3.2Sn0.2Zn0.6N1,29.6,28.24858757,7.2,0.243243243,0.14416,0.142479571,0.016347917,0.113401202,0.013052261,0.14168,0.140933799,0.010723134,0.075685586,0.012123542,65.9991488,62.44430341,17.7973231,0.269659888,7.1234,7.109409799,0.305963135,0.04295184,-0.260864,-1.017880596,0.471336446,1.806828255,1.6688,1.656211423,0.153031239,0.091701365,1.5344,1.523427415,0.131759781,0.085870556,7.28,6.481481481,2.584879107,0.355065811,12.2518,11.49081522,2.890445031,0.235920031,7.5056,7.437189682,0.764322864,0.101833679,15.38299218,15.26031993,1.360281827,0.088427649,220.92384,93.83919254,132.427017,0.599423842,1501.2108,1302.588592,443.795249,0.295624871,4.24,4.201680672,0.42708313,0.100727153,26.04808,26.03883467,0.489140137,0.018778357,26.1288,10.83575199,35.37829485,1.353996159,6.88,6.194690265,2.268391501,0.329708067,2,0.08,4.8,0.290697674,0.011627907,0.697674419,3.986,3.980813385,0.148,0.037129955,-10.6944,0.990697986,0.119218941,-10.59492054,-1.274975043,-1.263115206,239.15,308.15,69,-30.64,238,309,71,-19.6
Mn3.3Sn0.3Zn0.4N1,29.9,28.35538752,7.777531742,0.260118118,0.14484,0.143298277,0.015754821,0.108773968,0.013197992,0.14204,0.141235026,0.011127282,0.078339072,0.012230983,66.8569097,62.75499157,19.33931899,0.289264327,7.1291,7.114953197,0.307562498,0.043141841,-0.224624,-1.06634679,0.505057433,2.248457122,1.6552,1.645468674,0.133644903,0.08074245,1.5386,1.526066393,0.142954678,0.092912179,7.22,6.441717791,2.586812711,0.358284309,12.3405,11.61870049,2.814436876,0.22806506,7.4254,7.373815157,0.660106082,0.088898387,15.26985542,15.16336177,1.258410901,0.082411448,227.54886,103.0295594,129.1660796,0.567641075,1513.9882,1311.100008,436.4562367,0.288282456,4.26,4.219409283,0.438634244,0.102965785,26.10112,26.09173551,0.493193051,0.018895475,22.9772,10.54851144,30.95287489,1.347112568,6.62,6.025824964,2.048316382,0.309413351,2,0.12,4.5,0.302114804,0.018126888,0.679758308,3.979,3.974112254,0.143906219,0.036166429,-11.6624,0.96699071,0.127724951,-11.27743246,-1.489579472,-1.440409511,262.15,306.15,44,-3.14,261,306,45,-30.7
Mn3.3Sn0.2Zn0.5N1,29.5,28.14258912,7.228416147,0.245031056,0.1445,0.142887752,0.016057708,0.11112601,0.013125126,0.14159,0.140838941,0.010759875,0.075993181,0.012102235,65.7903097,62.21840904,17.86450081,0.271536962,7.1266,7.112514256,0.306955111,0.043071747,-0.258864,-1.011019945,0.470103713,1.816025841,1.661,1.649879313,0.143558351,0.086428868,1.5324,1.521614653,0.130744943,0.085320375,7.18,6.431852986,2.495515979,0.3475649,12.34636,11.6340914,2.803655969,0.227083608,7.4664,7.406270969,0.715146307,0.095781944,15.3364979,15.22187952,1.310055248,0.085420756,226.70324,99.24341987,130.305887,0.57478617,1517.7402,1329.797849,428.5008718,0.282328209,4.24,4.201680672,0.42708313,0.100727153,26.06668,26.0577199,0.481382943,0.018467367,23.9652,10.56276073,33.04709023,1.378961587,6.78,6.149341142,2.14746362,0.316735047,2,0.08,4.7,0.294985251,0.01179941,0.693215339,3.978,3.973268083,0.141477913,0.035565086,-10.7552,0.955141318,0.120189949,-10.2727359,-1.292666941,-1.234679606,206.15,271.92,65.77,-2.31,266,273,67,-22.6
Mn3.3Sn0.1Zn0.6N1,29.1,27.93296089,6.609841148,0.227142307,0.14416,0.142479571,0.016347917,0.113401202,0.013052261,0.14114,0.140445072,0.010359942,0.073401885,0.011973486,64.7237097,61.69092473,16.18629816,0.250082979,7.1241,7.110076986,0.306326117,0.042998571,-0.293104,-0.961151122,0.429612892,1.465735343,1.6668,1.654313662,0.152609829,0.091558573,1.5262,1.51718881,0.11694255,0.076623346,7.14,6.422018349,2.400083332,0.336146125,12.35222,11.64952314,2.792821149,0.226098721,7.5074,7.439013752,0.764046098,0.101772398,15.40314039,15.28085068,1.356469339,0.088064466,225.85762,95.72568384,131.4303698,0.581916916,1521.4922,1349.036712,420.3615024,0.276282391,4.22,4.184100418,0.414246304,0.098162631,26.03224,26.02379287,0.466741323,0.017929357,24.9532,10.57704858,34.98839227,1.402160535,6.94,6.278026906,2.230784615,0.321438705,2,0.04,4.9,0.288184438,0.005763689,0.706051873,3.977,3.972424271,0.139,0.034950968,-9.8512,0.92879986,0.112132971,-9.14979318,-1.104644325,-1.025993494,175.15,218.15,43,-2.83,175,217,42,-29
Mn3Cu0.53Ge0.47N,26.3525,26.15005284,2.459317741,0.093323887,0.13584,0.135526367,0.006238942,0.045928609,0.010564129,0.1327535,0.132627535,0.004004939,0.030168238,0.009826406,58.15740375,57.62149686,6.019276244,0.103499741,7.2873,7.162598358,0.908626827,0.124686348,-0.0663525,-0.770710933,0.751099876,11.31984289,1.703525,1.698753065,0.093009808,0.05459844,1.650425,1.633812011,0.176093922,0.106696107,8.3525,7.838147347,2.459317741,0.294440915,15.107075,13.23193185,7.973673193,0.527810525,7.5273275,7.523718696,0.167313763,0.022227512,16.29090532,16.16605757,1.566633133,0.096166119,247.2588125,62.65826599,126.4577285,0.511438712,1461.606525,1452.899548,106.1505778,0.072625961,4,4,0,0,25.706885,25.65632864,1.104588822,0.042968599,66.03575,10.18330406,131.9578254,1.998278591,7.1775,6.731136972,1.773694943,0.247118766,1.8675,0.235,5.075,0.260188088,0.032741205,0.707070707,4.13525,4.098374401,0.414285454,0.100183896,-10.2299125,0.735171669,0.018941693,-7.52074185,-0.19377186,-0.142455582,267,342,75,-16,,,,
Mn3Cu0.5Ge0.5N,26.375,26.16664317,2.496873044,0.094668172,0.13575,0.135422087,0.006378675,0.046988401,0.01054616,0.132725,0.132595908,0.004053317,0.030539209,0.009820729,58.22553375,57.67055067,6.130268171,0.105284877,7.26,7.133336203,0.912633552,0.125707101,-0.066375,-0.770719703,0.751060906,11.31541854,1.70375,1.698939772,0.093399344,0.054819865,1.65125,1.634388859,0.177513204,0.107502319,8.375,7.847133758,2.496873044,0.298134095,15.28625,13.29732883,8.190891187,0.535833915,7.528625,7.524922388,0.169505854,0.022514849,16.25822667,16.13968956,1.527788846,0.093970202,247.528625,64.58030377,125.9927387,0.509002701,1460.50875,1451.492044,107.9601763,0.073919568,4,4,0,0,25.69775,25.64573811,1.119957784,0.043581939,63.4775,10.17227144,128.7054682,2.027576199,7.125,6.677506775,1.763341997,0.247486596,1.875,0.25,5,0.263157895,0.035087719,0.701754386,4.1375,4.099983224,0.418143217,0.101061805,-11.03125,0.73562194,0.0194104,-8.114829523,-0.21412097,-0.157512083,280,365,85,-12,,,,
Mn3Ga0.7Ge0.3N0.88C0.12,28.444,25.77908983,6.662046532,0.234216233,0.140304,0.137257215,0.019590089,0.139626019,0.012244066,0.137996,0.136193718,0.013903682,0.100754242,0.011327655,63.4255278,56.55155695,15.91560295,0.250933709,6.72692,6.449050112,0.953213362,0.141701308,-0.05927472,-2.496657406,0.578665757,9.762437622,1.61708,1.598916327,0.187942208,0.116223197,1.59928,1.572232664,0.22858233,0.142928274,7.9,6.826706677,3.151190251,0.398884842,16.0114,11.48358254,17.1990837,1.07417738,7.212024,7.12733955,0.846138452,0.117323299,16.11374203,15.79551526,2.45386286,0.152283862,215.583216,109.4900939,128.3881034,0.595538492,1492.892044,1004.376946,636.2092111,0.426158886,4.128,4.045307443,0.50558481,0.12247694,25.473488,24.65979804,2.767277126,0.108633616,21.0612,11.22137502,23.00528927,1.092306672,5.66,5.066344994,1.668652151,0.294814868,2,0.308,3.352,0.35335689,0.054416961,0.592226148,4.059,4.038978888,0.308656767,0.076042564,-29.394016,1.145828398,0.21127377,-33.68049826,-6.210184564,-7.11580583,197,319,122,-18,,,,
Mn3Ga0.5Ge0.4Mn0.1N,30.8,30.64755314,1.989974874,0.064609574,0.1229,0.12268255,0.005448853,0.044335664,0.007823344,0.1327,0.132301361,0.007206247,0.054304802,0.00987424,69.4073045,68.97106788,5.01398897,0.072240076,5.813,5.764055238,0.568366959,0.097775152,0.6582,0.77687842,0.540683234,0.82145736,1.602,1.566574264,0.240948127,0.150404574,1.864,1.852660854,0.140868733,0.075573355,12.8,12.2972973,1.989974874,0.155466787,18.776,9.210430011,14.94762737,0.796102864,6.9025,6.782500271,0.91302259,0.132274189,18.19505623,17.89892597,2.320517794,0.127535621,91.4698,67.23859734,77.75769149,0.850091413,787.9323,488.6026124,492.766653,0.625392122,4,4,0,0,24.8508,24.77742597,1.336522712,0.053781879,45.042,31.4655478,15.38562563,0.34158398,3.8,3.559322034,1.166190379,0.306892205,2,1.3,0.5,0.526315789,0.342105263,0.131578947,4.515,4.478519319,0.408686922,0.090517591,-20.04,0.943348392,0.061375547,-18.90470178,-1.229965966,-1.160286417,327.9,392.65,65.5,-3,,,,
(Mn0.96Fe0.04)3Zn0.5Ge0.5N,28.02,27.68927662,3.06587671,0.109417441,0.12986,0.129244616,0.00894094,0.068850605,0.009303548,0.133157,0.132891078,0.005855942,0.043977722,0.009946437,61.9896616,61.12039072,7.470011958,0.120504158,6.7764,6.653306494,0.847844939,0.12511731,-0.07869,-0.958597953,0.764426788,9.714408283,1.8056,1.791018272,0.164489027,0.091099373,1.6956,1.676446941,0.18912599,0.111539272,10.02,9.110629067,3.06587671,0.30597572,17.1255,12.16623333,11.60892203,0.677873465,8.04963,7.976950306,0.799909478,0.099372204,16.30572628,16.25183126,0.96713812,0.05931279,173.61234,60.64060172,140.9039017,0.811600729,1241.435,1118.194647,344.9932458,0.277898759,4,4,0,0,25.2886,25.22326099,1.25761999,0.049730708,49.3326,14.71470125,44.55660478,0.903187847,7.52,6.476484194,2.872211691,0.381943044,2,0.5,5.02,0.265957447,0.066489362,0.667553191,4.29,4.245968384,0.449054562,0.104674723,-16.345,1.123692845,0.040251712,-18.36675955,-0.657914234,-0.739293517,316,386,70,-25,,,,
Mn3Cu0.9Ge0.1N,26.075,25.94715504,1.915561275,0.07346352,0.13695,0.136825817,0.003980892,0.029068214,0.010785745,0.133105,0.133018844,0.003331362,0.025028078,0.009896426,57.31713375,57.02328998,4.34014615,0.075721619,7.624,7.544289812,0.782971264,0.102698225,-0.066075,-0.770602789,0.751580281,11.37465428,1.70075,1.696453712,0.088016689,0.051751691,1.64025,1.626730881,0.157185997,0.095830512,8.075,7.728983689,1.915561275,0.237221211,12.89725,12.47523411,3.872333913,0.300244929,7.511325,7.50890477,0.13642166,0.01816213,16.69394207,16.49849277,1.939382462,0.116172828,243.931125,45.83417169,132.0127174,0.541188491,1475.14575,1470.48593,79.31687106,0.053768837,4,4,0,0,25.81955,25.78766796,0.885849817,0.034309266,97.5875,10.32136734,163.6840536,1.677305532,7.825,7.471194663,1.773238563,0.226611957,1.775,0.05,6,0.226837061,0.006389776,0.766773163,4.1075,4.07863556,0.362206778,0.088181808,0.07875,0.643605888,0.013036887,0.050683964,0.001026655,0.000660761,85.6,104.8,19.2,-22.82,,,,
Mn3Cu0.85Ge0.15N,26.1125,25.97438948,1.999960937,0.076590175,0.1368,0.136648761,0.004371499,0.031955399,0.010755797,0.1330575,0.13296583,0.003432229,0.025795079,0.009886964,57.43068375,57.1034019,4.611945221,0.08030455,7.5785,7.490349655,0.809331669,0.106793121,-0.0661125,-0.770617401,0.751515386,11.36722081,1.701125,1.696764072,0.088712932,0.052149567,1.641625,1.627684201,0.159909691,0.097409391,8.1125,7.743557511,1.999960937,0.246528313,13.195875,12.57239365,4.704378198,0.356503695,7.5134875,7.510903242,0.141098458,0.018779356,16.63947764,16.45277235,1.898311289,0.114084789,244.3808125,47.55985923,131.2807094,0.537197287,1473.316125,1468.084553,83.57707779,0.056727186,4,4,0,0,25.804325,25.76984088,0.919265709,0.035624482,93.32375,10.30249177,160.1290257,1.715844313,7.7375,7.361816552,1.787062884,0.230961277,1.7875,0.075,5.875,0.231017771,0.009693053,0.759289176,4.11125,4.081291852,0.369795129,0.089947128,-1.3603125,0.668012417,0.013848177,-0.90870564,-0.018837849,-0.012583917,90.73,117.57,26.83,-124.3,,,,
Mn3Cu0.7Ge0.3N,26.225,26.05643689,2.230330693,0.085045975,0.13635,0.136120333,0.005350467,0.039240684,0.010665953,0.132915,0.13280704,0.003714805,0.027948725,0.009858578,57.77133375,57.34509396,5.330555868,0.092269912,7.442,7.333059936,0.869537808,0.116841952,-0.066225,-0.770661242,0.751320653,11.34497023,1.70225,1.697695832,0.09076033,0.053317862,1.64575,1.630550879,0.167748137,0.10192808,8.225,7.787610619,2.230330693,0.271164826,14.09175,12.87316986,6.516875358,0.46246033,7.519975,7.516905046,0.154098587,0.020491901,16.47608437,16.31711894,1.759299157,0.10677896,245.729875,53.61588177,129.0503753,0.525171697,1467.82725,1460.927253,95.00970103,0.064728122,4,4,0,0,25.75865,25.71650721,1.011546577,0.03927017,80.5325,10.24627704,148.2216465,1.840519623,7.475,7.052089296,1.802602286,0.241150807,1.825,0.15,5.5,0.244147157,0.02006689,0.735785953,4.1225,4.089281531,0.3914636,0.094957817,-5.59125,0.71505122,0.016257094,-3.998030135,-0.090897476,-0.064996351,152.07,209.58,57.5,-42.79,,,,
Mn3Cu0.6Ge0.4N,26.3,26.11142375,2.368543856,0.090058702,0.13605,0.135770312,0.005894701,0.043327461,0.010606056,0.13282,0.13270139,0.003888907,0.029279531,0.009839653,57.99843375,57.50736184,5.748833035,0.099120488,7.351,7.231819372,0.895979352,0.12188537,-0.0663,-0.770690471,0.751190795,11.3301779,1.703,1.698317574,0.092092345,0.054076538,1.6485,1.632467613,0.172721597,0.104775006,8.3,7.817258883,2.368543856,0.28536673,14.689,13.08181206,7.425421806,0.505509007,7.5243,7.52091158,0.162043235,0.021535988,16.36715552,16.22791928,1.651212171,0.100885714,246.62925,58.58953766,127.5338922,0.517107732,1464.168,1456.194365,101.7571206,0.069498255,4,4,0,0,25.7282,25.68107391,1.067564125,0.04149393,72.005,10.20914013,139.0686711,1.931375197,7.3,6.859688196,1.791647287,0.245431135,1.85,0.2,5.25,0.253424658,0.02739726,0.719178082,4.13,4.094625385,0.405092582,0.098085371,-8.34,0.730588061,0.017842148,-6.093104432,-0.148803512,-0.108714069,218.53,292.65,74.12,-18,,,,
Mn3Cu0.5Ge0.5N,26.375,26.16664317,2.496873044,0.094668172,0.13575,0.135422087,0.006378675,0.046988401,0.01054616,0.132725,0.132595908,0.004053317,0.030539209,0.009820729,58.22553375,57.67055067,6.130268171,0.105284877,7.26,7.133336203,0.912633552,0.125707101,-0.066375,-0.770719703,0.751060906,11.31541854,1.70375,1.698939772,0.093399344,0.054819865,1.65125,1.634388859,0.177513204,0.107502319,8.375,7.847133758,2.496873044,0.298134095,15.28625,13.29732883,8.190891187,0.535833915,7.528625,7.524922388,0.169505854,0.022514849,16.25822667,16.13968956,1.527788846,0.093970202,247.528625,64.58030377,125.9927387,0.509002701,1460.50875,1451.492044,107.9601763,0.073919568,4,4,0,0,25.69775,25.64573811,1.119957784,0.043581939,63.4775,10.17227144,128.7054682,2.027576199,7.125,6.677506775,1.763341997,0.247486596,1.875,0.25,5,0.263157895,0.035087719,0.701754386,4.1375,4.099983224,0.418143217,0.101061805,-11.03125,0.73562194,0.0194104,-8.114829523,-0.21412097,-0.157512083,281.15,361.66,80.51,-8.15,,,,
Mn3Cu0.45Ge0.55N,26.4125,26.19434055,2.557800569,0.096840533,0.1356,0.135248643,0.006602272,0.048689324,0.010516212,0.1326775,0.132543231,0.00413225,0.031145073,0.009811267,58.33908375,57.75249289,6.309283662,0.108148487,7.2145,7.085093677,0.917469209,0.127170172,-0.0664125,-0.77073432,0.75099595,11.3080512,1.704125,1.699251042,0.09404379,0.055185969,1.652625,1.635351179,0.179845376,0.108824069,8.4125,7.862156988,2.557800569,0.304047616,15.584875,13.40777224,8.532295851,0.547472845,7.5307875,7.526929396,0.173076045,0.022982463,16.20376225,16.0959335,1.459129261,0.090048795,247.9783125,68.05985571,125.2126264,0.504933779,1458.679125,1449.152253,110.8864334,0.076018386,4,4,0,0,25.682525,25.62810666,1.144952477,0.044580993,59.21375,10.15393678,122.9758512,2.076812417,7.0375,6.589997325,1.742439023,0.247593467,1.8875,0.275,4.875,0.268206039,0.039076377,0.692717584,4.14125,4.102667405,0.424468418,0.102497656,-12.3553125,0.734369848,0.020188201,-9.073368963,-0.249431527,-0.183174993,315.65,379.55,63.9,-5.13,,,,
Mn3Zn0.9Ge0.1N,26.3,26.12244898,2.271563338,0.08637123,0.1347,0.134259201,0.007453858,0.055336734,0.010329473,0.1357375,0.135683891,0.002652799,0.019543599,0.010487706,57.72978375,57.34809293,4.956215491,0.085851967,7.2145,7.196751601,0.3105797,0.043049373,-0.479175,-0.539163706,0.277305868,0.578715225,1.7435,1.729692497,0.163715454,0.093900461,1.584,1.580596808,0.079899937,0.05044188,8.3,7.832167832,2.271563338,0.27368233,11.60845,10.67842763,4.508046417,0.388341804,7.886625,7.812241908,0.815411696,0.103391717,16.1701819,16.11645903,0.967871532,0.059855327,248.2608,99.04063931,124.4284783,0.501200666,1325.5005,1191.668244,344.3173992,0.259764066,4,4,0,0,26.0333,26.01879002,0.593587155,0.022801072,33.4625,10.17656898,45.20426577,1.350893262,8.05,7.567567568,2.178875857,0.270667808,2,0.05,6,0.248447205,0.00621118,0.745341615,4.0175,4.005876241,0.229006004,0.057002117,1.33875,0.643605888,0.007949283,0.861627383,0.010642103,0.00684932,202,222,20,-228,,,,
Mn3Zn0.7Ge0.3N,26.4,26.19372442,2.467792536,0.09347699,0.1346,0.134136189,0.007634789,0.056722056,0.010311074,0.1349625,0.134864048,0.00355209,0.026319089,0.010318462,58.09228375,57.60026123,5.710271231,0.098296553,7.1235,7.07477385,0.517066485,0.072586016,-0.387525,-0.577754349,0.462975215,1.19469767,1.7355,1.72347414,0.152560644,0.087905874,1.602,1.594273353,0.122131077,0.076236627,8.4,7.868852459,2.467792536,0.293784826,13.08935,11.34152594,7.021047378,0.536393891,7.811875,7.751241118,0.738720082,0.094563736,16.06871535,16.02491731,0.876511598,0.054547708,249.0974,104.8776391,123.0138852,0.493838495,1351.4365,1237.2396,313.8624735,0.232243597,4,4,0,0,25.9249,25.89491931,0.845620358,0.032618076,30.6575,10.13493286,41.5918591,1.356661799,7.65,7.118644068,2.151162476,0.281197709,2,0.15,5.5,0.261437908,0.019607843,0.718954248,4.0525,4.032170808,0.30902063,0.07625432,-4.75125,0.71505122,0.014416526,-3.39738711,-0.068496517,-0.048978518,299,373,74,-31,,,,
Mn3Zn0.5Ge0.5N,26.5,26.26538988,2.645751311,0.099839672,0.1345,0.134013402,0.00781025,0.058068771,0.010292675,0.1341875,0.134054054,0.004122632,0.030722921,0.010149218,58.45478375,57.85465696,6.35511688,0.108718508,7.0325,6.956861988,0.649379512,0.092339781,-0.295875,-0.622295123,0.578786756,1.956186756,1.7275,1.717300334,0.140066948,0.081080723,1.62,1.608188644,0.150996689,0.093207833,8.5,7.905882353,2.645751311,0.31126486,14.57025,12.09242951,8.595440677,0.589930899,7.737125,7.69118558,0.64447138,0.083295976,15.9672488,15.93440964,0.761038066,0.047662442,249.934,111.4457384,121.577078,0.486436731,1377.3725,1286.434994,277.7039447,0.201618621,4,4,0,0,25.8165,25.77222246,1.026791483,0.039772683,27.8525,10.09363604,37.42464153,1.343672616,7.25,6.72,2.046338193,0.282253544,2,0.25,5,0.275862069,0.034482759,0.689655172,4.0875,4.058812852,0.368908864,0.090252933,-10.53125,0.73562194,0.019644632,-7.747018553,-0.206882529,-0.152187328,348,448,100,-7.15,,,,
Mn3Cu0.95Sn0.05N,26.2625,26.01480153,3.165216225,0.120522274,0.1373375,0.137271112,0.002978858,0.021690054,0.010865834,0.1336275,0.133491948,0.004420491,0.033080701,0.010028667,57.77958375,57.16085345,7.769134237,0.134461582,7.6938125,7.635511202,0.706669673,0.09184909,-0.06755,-0.771243781,0.749147247,11.09026272,1.69875,1.694723693,0.085137756,0.050117884,1.63825,1.62535946,0.15299326,0.093388225,8.0375,7.714464621,1.826497673,0.227246989,12.2247375,12.16275057,0.72256302,0.059106629,7.502225,7.500174021,0.125286868,0.016699961,16.73212158,16.52537296,1.990057654,0.118936361,243.8008,44.40794994,132.2980982,0.542648335,1468.146375,1442.242118,128.2114936,0.087328822,4.0125,4.010025063,0.11110243,0.027689079,25.8834,25.85705328,0.81033403,0.031307094,101.935,10.34255735,167.0353318,1.638645527,7.9125,7.583871961,1.754948361,0.221794422,1.7625,0.025,6.125,0.222748815,0.003159558,0.774091627,4.095625,4.069785915,0.3409723,0.083252812,2.670625,0.611963955,0.02277552,1.634326239,0.060824873,0.03722263,105.56,113.33,7.78,-25.47,,,,
