formula,AN1,AN2,AND,ANd,Rc1,Rc2,RcD,Rcd,Vmc,Rm1,Rm2,RmD,Rmd,Vmm,AW1,AW2,AWD,AWd,D1,D2,DD,Dd,Eea1,Eea2,EeaD,Eead,XM1,XM2,XMD,XMd,XP1,XP2,XPD,XPd,Gp1,Gp2,GpD,Gpd,Hf1,Hf2,HfD,Hfd,I11,I12,I1D,I1d,I21,I22,I2D,I2d,LP1,LP2,LPD,LPd,Tm1,Tm2,TmD,Tmd,P1,P2,PD,Pd,Cp1,Cp2,CpD,Cpd,K1,K2,KD,Kd,VEC1,VEC2,VECD,VECd,sVEC1,pVEC1,dVEC1,fs,fp,fd,W1,W2,WD,Wd,Hmix,Smix/R,Smix/kb,PHSmis,PHSmix,PHSS,t1,t2,deltaT,alpha,t1_1,t2_1,deltaT_1,alpha_1
Mn3Cu0.9Sn0.1N,26.525,26.13789995,4.110884941,0.154981525,0.137425,0.137361033,0.002923076,0.021270339,0.010886027,0.134055,0.133860925,0.005384791,0.040168521,0.010141984,58.46913375,57.46108947,10.28954656,0.175982538,7.672625,7.616581912,0.69367949,0.090409669,-0.0691,-0.771915163,0.746572428,10.80423195,1.6975,1.693615504,0.083628643,0.049265769,1.639,1.625891681,0.154415025,0.09421295,8.075,7.728983689,1.915561275,0.237221211,12.149475,12.04257239,0.919437735,0.075677158,7.49745,7.495443002,0.123939491,0.016530886,16.66137224,16.46055816,1.962652475,0.117796568,244.56985,46.21947363,131.1212443,0.536130043,1457.48775,1410.62199,166.6313432,0.114327783,4.025,4.020100503,0.15612495,0.038788807,25.9168,25.89079818,0.805202683,0.031068754,97.755,10.32584217,163.6488261,1.674071158,7.825,7.471194663,1.773238563,0.226611957,1.775,0.05,6,0.226837061,0.006389776,0.766773163,4.09125,4.066244669,0.335389233,0.081977203,2.3325,0.643605888,0.033580765,1.501210734,0.078327134,0.050411805,93.33,101.11,7.78,-343.92,,,,
Mn3Cu0.85Sn0.15N,26.7875,26.26216889,4.862339329,0.181515234,0.1375125,0.137451072,0.002863537,0.02082383,0.01090622,0.1344825,0.134231947,0.006171361,0.045889694,0.010255301,59.15868375,57.76449612,12.26536309,0.207329885,7.6514375,7.597746246,0.679781304,0.088843607,-0.07065,-0.772587715,0.743985469,10.53057988,1.69625,1.692508763,0.082072757,0.048384824,1.63975,1.626424252,0.155820209,0.095026808,8.1125,7.743557511,1.999960937,0.246528313,12.0742125,11.92474588,1.075781247,0.089097425,7.492675,7.490717948,0.122391153,0.016334774,16.5906229,16.39624981,1.932270445,0.116467625,245.3389,48.18507682,129.9291797,0.529590618,1446.829125,1380.358614,197.1461625,0.136260847,4.0375,4.0302267,0.189983552,0.04705475,25.9502,25.92463128,0.798642824,0.03077598,93.575,10.30918093,160.0816344,1.710730798,7.7375,7.361816552,1.787062884,0.230961277,1.7875,0.075,5.875,0.231017771,0.009693053,0.759289176,4.086875,4.062709581,0.329653582,0.080661528,1.985625,0.668012417,0.043827755,1.326422155,0.087025486,0.058134105,95.56,104.44,8.89,-373.375,,,,
Mn3Cu0.7Sn0.3N,27.575,26.64216812,6.560821214,0.237926427,0.137775,0.137721899,0.00265977,0.019305169,0.010966798,0.135765,0.135357458,0.007947438,0.058538197,0.010595251,61.22733375,58.69425009,16.68611611,0.272527237,7.587875,7.541794094,0.632020458,0.083293473,-0.0753,-0.774612421,0.736150467,9.776234621,1.6925,1.689197201,0.07709572,0.045551385,1.642,1.628024058,0.159940614,0.097405977,8.225,7.787610619,2.230330693,0.271164826,11.848425,11.5847059,1.42307786,0.120106922,7.47835,7.476578463,0.116455045,0.015572291,16.37837488,16.20630471,1.821701525,0.111226024,247.64605,55.23169013,126.2573862,0.509830002,1414.85325,1296.888568,266.0923685,0.188070649,4.075,4.060913706,0.263391344,0.064635913,26.0504,26.0266632,0.769987428,0.029557605,81.035,10.25951826,148.1621918,1.828372824,7.475,7.052089296,1.802602286,0.241150807,1.825,0.15,5.5,0.244147157,0.02006689,0.735785953,4.07375,4.052141101,0.311445722,0.076451849,0.8925,0.71505122,0.071317741,0.638183214,0.063651084,0.045513785,157.78,192.22,34.44,-56.81,,,,
Mn3Cu0.6Sn0.4N,28.1,26.90166976,7.435724578,0.264616533,0.13795,0.137903044,0.0024995,0.018118883,0.011007183,0.13662,0.136118343,0.008834682,0.064666093,0.010821884,62.60643375,59.33089414,18.94720486,0.3026399,7.5455,7.504948254,0.594299798,0.078762149,-0.0784,-0.775968131,0.730864037,9.322245365,1.69,1.686996684,0.073484692,0.043482066,1.6435,1.629092346,0.162612269,0.098942664,8.3,7.817258883,2.368543856,0.28536673,11.6979,11.36858537,1.595954163,0.136430826,7.4688,7.467181758,0.111303908,0.014902516,16.2368762,16.08210086,1.729689761,0.106528481,249.18415,61.19812253,123.7251136,0.496520801,1393.536,1246.63279,301.5981518,0.216426523,4.1,4.081632653,0.3,0.073170732,26.1172,26.09513183,0.742804523,0.028441201,72.675,10.22667479,139.0248707,1.912966917,7.3,6.859688196,1.791647287,0.245431135,1.85,0.2,5.25,0.253424658,0.02739726,0.719178082,4.065,4.045125942,0.298370575,0.073399895,0.12,0.730588061,0.087030634,0.087670567,0.010443676,0.007630025,242.22,273.33,31.11,-46.97,,,,
Mn3Cu0.5Sn0.5N,28.625,27.16627635,8.184398267,0.285917843,0.138125,0.138084666,0.002315032,0.016760416,0.011047568,0.137475,0.136887831,0.009564485,0.069572541,0.011048518,63.98553375,59.98150073,20.87493327,0.326244575,7.503125,7.468460689,0.550766157,0.073404902,-0.0815,-0.777328595,0.725525844,8.902157592,1.6875,1.684801892,0.069597055,0.041242699,1.645,1.630162036,0.165227116,0.100442016,8.375,7.847133758,2.496873044,0.298134095,11.547375,11.16038091,1.738871253,0.150585848,7.45925,7.457808642,0.105037791,0.014081549,16.09537752,15.9597863,1.62018923,0.100661772,250.72225,68.60972408,121.1203881,0.483085917,1372.21875,1200.126636,331.9772454,0.24192735,4.125,4.102564103,0.330718914,0.080174282,26.184,26.16396166,0.708316314,0.027051494,64.315,10.19404092,128.7012629,2.001108029,7.125,6.677506775,1.763341997,0.247486596,1.875,0.25,5,0.263157895,0.035087719,0.701754386,4.05625,4.03813503,0.284426506,0.070120556,-0.6875,0.73562194,0.100738303,-0.505740084,-0.069257584,-0.050947398,296,332,36,-28,,,,
Mn3Cu0.8Ga0.2N,26.1,25.96764876,1.946792233,0.074589741,0.13675,0.1365995,0.004380354,0.032031838,0.010744248,0.13377,0.13369527,0.003120433,0.02332685,0.010043086,57.39888375,57.09003573,4.437724104,0.07731377,7.5625,7.489436628,0.760801387,0.100601836,-0.1063,-0.818391796,0.700702869,6.591748528,1.676,1.66903137,0.106037729,0.063268335,1.633,1.621380338,0.144882711,0.088721807,8.1,7.741686002,1.946792233,0.24034472,11.927,11.55923995,1.507133372,0.126363157,7.42065,7.40142312,0.346173118,0.046649972,16.81396072,16.59803625,2.034299277,0.120988702,246.4704,50.4808553,128.2439746,0.520322013,1426.06223,1240.601651,265.527391,0.186196216,4,4,0,0,25.921,25.89852686,0.747167317,0.028824788,88.095,10.24189213,156.6133879,1.777778397,7.6,7.042682927,1.907878403,0.251036632,1.8,0.05,5.75,0.236842105,0.006578947,0.756578947,4.0775,4.054729281,0.320341615,0.078563241,0.49,0.687435751,0.011324814,0.336843518,0.005549159,0.00381469,33.11,69.8,36.69,-2.72,,,,
Mn3Cu0.7Ga0.3N,26.15,26.00520683,2.043893344,0.078160357,0.1365,0.136310442,0.004898979,0.03588996,0.010693551,0.134055,0.133982241,0.003082527,0.022994498,0.010106953,57.55330875,57.20386108,4.745731579,0.082458015,7.48625,7.409529752,0.769706722,0.102816059,-0.12645,-0.844597708,0.672848198,5.321061273,1.664,1.655945593,0.112623266,0.067682251,1.63075,1.619662194,0.141375166,0.086693341,8.15,7.76269872,2.043893344,0.250784459,11.7405,11.22744726,1.791390452,0.152582126,7.377475,7.350742117,0.407637093,0.055254283,16.81950562,16.60170672,2.04405148,0.12152863,248.189725,55.51331762,125.5193304,0.505739431,1399.690845,1149.188213,318.1654674,0.227311244,4,4,0,0,25.9565,25.93625635,0.708701453,0.027303429,79.085,10.18416764,148.5100302,1.877853325,7.4,6.754385965,1.959591794,0.264809702,1.825,0.075,5.5,0.246621622,0.010135135,0.743243243,4.06625,4.045490838,0.305856891,0.075218418,-0.7725,0.71505122,0.01100441,-0.552377068,-0.008500906,-0.006078584,34,73.37,39.37,-66.46,,,,
Mn3Cu0.5Ga0.5N,26.25,26.08064984,2.222048604,0.084649471,0.136,0.135735981,0.005766281,0.042399127,0.010592157,0.134625,0.134559895,0.002923076,0.02171273,0.010234689,57.86215875,57.43287889,5.294906206,0.091508964,7.33375,7.254724418,0.764737496,0.104276461,-0.16675,-0.902388916,0.611366451,3.666365524,1.64,1.630380117,0.121243557,0.073928998,1.62625,1.616236806,0.133971779,0.082380802,8.25,7.805068226,2.222048604,0.269339225,11.3675,10.61790161,2.208085992,0.194245524,7.291125,7.2514342,0.497642301,0.068253157,16.83059543,16.60905252,2.063372916,0.122596549,251.628375,69.33799883,119.8104184,0.476140334,1346.948075,1001.585094,398.1274967,0.295577464,4,4,0,0,26.0275,26.0120461,0.618622462,0.023768032,61.065,10.07064894,128.9306018,2.111366606,7,6.243243243,2,0.285714286,1.875,0.125,5,0.267857143,0.017857143,0.714285714,4.04375,4.027139672,0.273218662,0.067565666,-3.3125,0.73562194,0.009811779,-2.436747675,-0.032501519,-0.02390883,75.17,155.7,80.54,-42.01,,,,
Mn3Cu0.3Ga0.7N,26.35,26.15653186,2.382750511,0.090426964,0.1355,0.135166342,0.006480741,0.047828345,0.010490763,0.135195,0.135142551,0.002633814,0.019481592,0.010362424,58.17100875,57.66373783,5.775752644,0.099289195,7.18125,7.106255317,0.72848194,0.10144222,-0.20705,-0.968669692,0.539967589,2.607909149,1.616,1.605592029,0.124755761,0.077200347,1.62175,1.612825876,0.125973956,0.07767779,8.35,7.847902783,2.382750511,0.285359343,10.9945,10.07113304,2.502788395,0.227640038,7.204775,7.154773798,0.560548905,0.077802416,16.84168524,16.61640482,2.082456041,0.123648911,255.067025,92.33169237,113.7115729,0.445810559,1294.205305,887.5828791,458.4955212,0.354267997,4,4,0,0,26.0985,26.08828008,0.503038517,0.019274614,43.045,9.959633046,102.6719547,2.385223712,6.6,5.804020101,1.959591794,0.296907848,1.925,0.175,4.5,0.291666667,0.026515152,0.681818182,4.02125,4.008954245,0.233957127,0.0581802,-5.8725,0.71505122,0.007898921,-4.19913829,-0.046386413,-0.033168662,188.81,234.45,45.64,-74.27,,,,
Mn3Zn0.4Sn0.6N,29.25,27.52293578,8.842369592,0.302303234,0.1373,0.137089733,0.0051,0.037144938,0.010885166,0.1395,0.138921162,0.009545942,0.068429689,0.011537943,65.54803375,60.80932977,22.54686049,0.343974627,7.27875,7.278430087,0.047876795,0.006577612,-0.2682,-0.652837573,0.580560384,2.164654677,1.704,1.69698803,0.117447861,0.068924801,1.6215,1.610286146,0.145267856,0.089588564,8.55,7.924528302,2.72901081,0.319182551,10.82405,10.28401395,2.124620236,0.196286994,7.6165,7.57818363,0.593353815,0.077903737,15.72109655,15.6807166,0.828276122,0.052685646,254.18465,131.5664885,114.6116459,0.450899163,1284.3925,1069.465419,409.2002896,0.318594425,4.15,4.12371134,0.357071421,0.086041306,26.3458,26.33893675,0.424162657,0.016099821,27.455,10.09874047,36.09738599,1.314783682,7.05,6.536964981,1.961504525,0.278227592,2,0.3,4.75,0.283687943,0.042553191,0.673758865,4.0075,3.999259899,0.18659783,0.046562153,-1.29,0.730588061,0.097455875,-0.942458599,-0.125718079,-0.091848128,410,440,30,-38,,,,
Mn3Zn0.4Sn0.6N0.85C0.15,30.38,26.09830361,9.855739445,0.324415387,0.14187,0.138854961,0.018822144,0.132671769,0.012579677,0.14117,0.138748758,0.016115989,0.114160154,0.012221573,68.306828,57.08677032,24.43641878,0.357744892,6.9974,6.683428894,0.891266649,0.127371116,-0.1030424,-1.235648115,0.629492835,6.109066118,1.6918,1.673725242,0.195347792,0.115467427,1.5998,1.571362565,0.238159526,0.148868313,7.94,6.8683565,3.161708399,0.39820005,15.04224,11.34993657,18.17399162,1.208197158,7.55878,7.470711603,0.91688507,0.121300669,15.5460227,15.34595452,1.970232937,0.126735499,212.71164,96.59359855,131.8663801,0.61993025,1503.994,1196.507447,632.5482704,0.420578985,4.23,4.115226337,0.597578447,0.1412715,25.64335,24.63107525,3.05805244,0.119253235,29.693,11.50227212,36.75042436,1.237679735,6.44,5.801104972,2.136913662,0.331818892,2,0.3,4.14,0.310559006,0.046583851,0.642857143,4.036,4.023545597,0.237915952,0.058948452,-20.0948,1.16941469,0.271236413,-23.49915432,-5.450441481,-6.373826336,270,336,66,-23,,,,
Mn3Zn0.4Sn0.6N0.77C0.23,29.836,24.64065708,10.2405617,0.343228372,0.140286,0.13659603,0.020090401,0.143210305,0.012249908,0.139842,0.136715779,0.017815056,0.127394177,0.011976465,67.0394152,53.55054425,25.25543791,0.376725212,6.92828,6.474900182,1.074324365,0.155063647,-0.08978288,-1.199700711,0.649073646,7.229369858,1.70812,1.686039609,0.218984167,0.128201864,1.61932,1.585703797,0.263856661,0.162942878,8.1,7.005838198,3.210918872,0.396409737,16.64384,11.45524896,22.22610595,1.335395314,7.632796,7.526425365,1.020147463,0.133653181,15.72554905,15.47882481,2.237899688,0.142309797,212.692504,96.51072946,131.8905109,0.620099479,1531.114,1201.298516,692.2459399,0.452119137,4.182,4.03551251,0.65182513,0.15586445,25.373862,23.89668883,3.737748812,0.147307052,31.3938,11.57963206,38.79057388,1.235612569,6.44,5.801104972,2.136913662,0.331818892,2,0.332,4.108,0.310559006,0.051552795,0.637888199,4.052,4.036538555,0.266825786,0.065850391,-22.954576,1.192728141,0.33776765,-27.37856876,-7.753313196,-9.247594834,198.53,226.83,28.3,-1.91,,,,
Mn3Cu0.6Nb0.05Ge0.35N,26.4125,26.17001776,2.809331549,0.106363712,0.1366,0.136287441,0.006402343,0.046869278,0.010746535,0.13305625,0.13293659,0.00391988,0.029460324,0.009892613,58.25188375,57.63184726,6.748372952,0.11584815,7.391625,7.278722701,0.876436597,0.118571572,-0.07025,-0.772771105,0.745154841,10.60718635,1.699625,1.695107566,0.090477121,0.053233578,1.643375,1.628231782,0.167935581,0.102189446,8.1875,7.720265697,2.30810393,0.281905823,14.55725,13.05873297,7.116532684,0.488865183,7.51005,7.505844457,0.177822939,0.023677997,16.34675079,16.20437685,1.666440717,0.101943239,246.2599875,57.17722713,128.1501906,0.520385759,1483.402375,1468.54074,172.7940275,0.116484934,4.0125,4.010025063,0.11110243,0.027689079,25.745425,25.70097548,1.037686812,0.040305678,71.9275,10.20662956,139.0771226,1.933573705,7.3125,6.889224403,1.771960426,0.242319374,1.8375,0.175,5.3,0.251282051,0.023931624,0.724786325,4.12,4.086657133,0.393192065,0.095434967,-7.3596875,0.768265077,0.018063169,-5.654190888,-0.132939276,-0.102132603,219,281,62,-5.08,,,,
Mn3Cu0.6Nb0.1Ge0.4N,26.65853659,26.34475864,3.258083801,0.122215403,0.136731707,0.136342726,0.007244929,0.052986458,0.010798019,0.133065854,0.132932787,0.004143971,0.031142254,0.009897789,58.8498378,58.04679443,7.825507057,0.132974148,7.380731707,7.259466803,0.904741953,0.122581607,-0.042317073,-0.806911913,0.757318776,17.89629385,1.700731707,1.69604836,0.092086657,0.054145317,1.647317073,1.63166005,0.170766199,0.103663224,8.219512195,7.711284807,2.394222672,0.291285251,14.97463415,13.24477997,7.553513186,0.50442055,7.505634146,7.500290266,0.198882212,0.026497723,16.31680395,16.17481774,1.66174992,0.101842856,241.0603902,55.60508433,130.800141,0.542603208,1495.533415,1473.099208,222.3815009,0.148697113,4.024390244,4.019607843,0.154257447,0.038330638,25.70068293,25.65357697,1.068729778,0.041583711,71.55853659,10.41486823,137.3912618,1.91998423,7.243902439,6.798018949,1.804878049,0.249158249,1.829268293,0.195121951,5.219512195,0.252525253,0.026936027,0.720538721,4.131707317,4.09713255,0.400267608,0.096877048,-8.52825699,0.827434123,0.020184546,-7.056570839,-0.172138997,-0.14243368,199,256,57,-19.93,,,,
Mn3Cu0.6Nb0.15Ge0.25N,26.6375,26.28799826,3.518677841,0.132094898,0.1377,0.137333606,0.007187489,0.052196726,0.011027492,0.13352875,0.133409501,0.003938819,0.029497913,0.009998532,58.75878375,57.88244195,8.374844986,0.142529243,7.472875,7.374378547,0.830037942,0.111073441,-0.07815,-0.776966257,0.732869959,9.377734606,1.692875,1.688723815,0.086763958,0.05125243,1.633125,1.619825725,0.1574293,0.096397581,7.9625,7.53332518,2.164738726,0.271866716,14.29375,13.01281822,6.446486325,0.451000355,7.48155,7.475890597,0.202801868,0.027106932,16.30594134,16.15749631,1.69575134,0.103995918,245.5214625,54.54747525,129.3708182,0.526922644,1521.871125,1493.872399,258.1560333,0.16963068,4.0375,4.0302267,0.189983552,0.04705475,25.779875,25.74087129,0.974276775,0.037792145,71.7725,10.20161212,139.0938947,1.937983137,7.3375,6.949066501,1.731644811,0.235999293,1.8125,0.125,5.4,0.247018739,0.017035775,0.735945486,4.1,4.070813306,0.367423461,0.089615478,-5.2621875,0.796744385,0.018109292,-4.192618344,-0.095294491,-0.07592535,128,221,93,-11.3,,,,
Mn3Cu0.6Nb0.2Ge0.2N,26.75,26.34738832,3.819358585,0.14277976,0.13825,0.137862734,0.007489159,0.054171131,0.011167971,0.133765,0.133647221,0.003926993,0.029357404,0.010051491,59.01223375,58.00855831,9.06885127,0.153677478,7.5135,7.423155527,0.80275946,0.106842279,-0.0821,-0.77908096,0.72661743,8.85039501,1.6895,1.685549936,0.084644846,0.05010053,1.628,1.615655161,0.151644321,0.093147617,7.85,7.44320928,2.080264406,0.265001835,14.162,12.98998171,6.079571202,0.429287615,7.4673,7.461003142,0.212775022,0.028494238,16.28553661,16.13415762,1.70985307,0.104992123,245.1522,53.32127275,129.9752598,0.530181903,1541.1055,1506.868799,289.7033566,0.187984117,4.05,4.04040404,0.217944947,0.053813567,25.7971,25.76086568,0.940497629,0.036457494,71.695,10.19910525,139.1022152,1.940194089,7.35,6.979379107,1.710993863,0.232788281,1.8,0.1,5.45,0.244897959,0.013605442,0.741496599,4.09,4.062937373,0.353411941,0.086408788,-4.145,0.799902779,0.017937181,-3.315597021,-0.074349616,-0.059472464,77,172,95,-5.71,,,,
Mn3Cu0.6Si0.05Ge0.35N,26.075,25.77343107,2.654124149,0.101788079,0.1359375,0.135614802,0.006273643,0.046150935,0.010587188,0.13271125,0.132567579,0.004239841,0.031947861,0.00982008,57.44162125,56.61856842,6.422474286,0.111808722,7.3136125,7.077377438,1.032024812,0.14111013,-0.0643375,-0.770010941,0.754779189,11.73155918,1.703875,1.699006274,0.094080999,0.055215904,1.647125,1.631508683,0.170258581,0.103367128,8.3,7.817258883,2.368543856,0.28536673,14.859125,13.09742209,8.061901171,0.542555579,7.5274625,7.523690626,0.17151705,0.022785507,16.37228585,16.23310794,1.650499307,0.10081056,246.5422625,58.43730196,127.6717454,0.51784933,1470.114875,1462.390635,100.70756,0.068503191,3.9875,3.98340249,0.11110243,0.027862678,25.6852875,25.61963458,1.224853014,0.04768695,73.10625,10.22210376,139.3170535,1.90567911,7.3,6.859688196,1.791647287,0.245431135,1.85,0.2,5.25,0.253424658,0.02739726,0.719178082,4.128125,4.093329459,0.401391622,0.097233398,-8.9659375,0.768265077,0.021242346,-6.888216668,-0.190457548,-0.146321883,210,270,60,-26.63,,,,
Mn3Cu0.6Si0.1Ge0.3N,25.85,25.44407669,2.894391128,0.111968709,0.135825,0.135459647,0.006629055,0.048805856,0.010568319,0.1326025,0.132434038,0.004561277,0.034398119,0.009800507,56.88480875,55.75682999,6.987645549,0.122838517,7.276225,6.929394065,1.150902157,0.158172975,-0.062375,-0.769332608,0.758345524,12.15784408,1.70475,1.699695531,0.096020506,0.056325271,1.64575,1.630550879,0.167748137,0.10192808,8.3,7.817258883,2.368543856,0.28536673,15.02925,13.11306943,8.648336657,0.575433681,7.530625,7.526471726,0.180438866,0.023960676,16.37741618,16.23829992,1.64977018,0.10073446,246.455275,58.28585533,127.8093908,0.518590607,1476.06175,1468.639861,99.29140476,0.067267785,3.975,3.966942149,0.15612495,0.039276717,25.642375,25.55848853,1.36277426,0.053145399,74.2075,10.23510036,139.556304,1.880622633,7.3,6.859688196,1.791647287,0.245431135,1.85,0.2,5.25,0.253424658,0.02739726,0.719178082,4.12625,4.092034352,0.397647378,0.096370161,-9.57375,0.786821576,0.024625683,-7.532833062,-0.235760133,-0.185501159,170,238,68,-29.4,,,,
Mn3Cu0.6Si0.15Ge0.25N,25.625,25.12303364,3.099899192,0.120971676,0.1357125,0.135304847,0.006964542,0.051318352,0.01054945,0.13249375,0.132300766,0.004859073,0.036673975,0.009780935,56.32799625,54.92092973,7.469010936,0.132598555,7.2388375,6.787472418,1.257489835,0.173714334,-0.0604125,-0.76865547,0.761890112,12.61146471,1.705625,1.700385349,0.097913785,0.057406397,1.644375,1.629594198,0.165188103,0.100456467,8.3,7.817258883,2.368543856,0.28536673,15.199375,13.12875419,9.19430902,0.604913624,7.5337875,7.529254883,0.188886917,0.025071973,16.38254651,16.24349522,1.649024771,0.100657414,246.3682875,58.13519166,127.9468289,0.519331567,1482.008625,1474.942726,97.4926809,0.065784152,3.9625,3.950617284,0.189983552,0.047945376,25.5994625,25.49763365,1.486727782,0.058076523,75.30875,10.24813005,139.7864697,1.856178328,7.3,6.859688196,1.791647287,0.245431135,1.85,0.2,5.25,0.253424658,0.02739726,0.719178082,4.124375,4.090740065,0.393858616,0.095495346,-10.1634375,0.796744385,0.027992061,-8.097661762,-0.284495566,-0.226670245,90,190,100,-11.55,,,,
Mn3Cu0.5Si0.05Ge0.45N,26.15,25.82722872,2.775337817,0.106131465,0.1356375,0.135267372,0.006725407,0.049583681,0.010527291,0.13261625,0.13246231,0.004388777,0.033093808,0.009801156,57.66872125,56.77674502,6.784702408,0.117649607,7.2226125,6.983028305,1.043260124,0.144443596,-0.0644125,-0.770040122,0.754650113,11.7158954,1.704625,1.699628976,0.095353864,0.055938323,1.649875,1.633427671,0.175139186,0.106153003,8.375,7.847133758,2.496873044,0.298134095,15.456375,13.31345775,8.760413552,0.566783192,7.5317875,7.527704398,0.178507611,0.023700564,16.263357,16.14482194,1.527384289,0.093915684,247.4416375,64.39539345,126.1328965,0.509748068,1466.455625,1457.648275,107.1747308,0.073084196,3.9875,3.98340249,0.11110243,0.027862678,25.6548375,25.58446754,1.269749507,0.04949357,64.57875,10.18514156,129.0466019,1.998282747,7.125,6.677506775,1.763341997,0.247486596,1.875,0.25,5,0.263157895,0.035087719,0.701754386,4.135625,4.098683905,0.414592703,0.100249105,-11.6659375,0.776257311,0.022793572,-9.055769279,-0.265908383,-0.206413326,260,340,80,-6.57,,,,
Mn3Cu0.5Si0.1Ge0.4N,25.925,25.49650679,3.011540304,0.11616356,0.135525,0.135113011,0.007053324,0.052044447,0.010508422,0.1325075,0.132328981,0.004697839,0.035453384,0.009781583,57.11190875,55.91022179,7.339216946,0.128505895,7.185225,6.838924023,1.15805342,0.16117149,-0.06245,-0.769361737,0.75821725,12.14118894,1.7055,1.70031874,0.097261246,0.057027995,1.6485,1.632467613,0.172721597,0.104775006,8.375,7.847133758,2.496873044,0.298134095,15.6265,13.32962585,9.291991592,0.594630377,7.53495,7.530488467,0.187023254,0.024820769,16.26848733,16.14995759,1.526962389,0.093860133,247.35465,64.211539,126.2728389,0.510493087,1472.4025,1463.85695,106.050533,0.072025505,3.975,3.966942149,0.15612495,0.039276717,25.611925,25.52348904,1.402333491,0.054753147,65.68,10.19804428,129.3774629,1.969815208,7.125,6.677506775,1.763341997,0.247486596,1.875,0.25,5,0.263157895,0.035087719,0.701754386,4.13375,4.097385408,0.411002965,0.099426178,-12.2825,0.798172243,0.026159792,-9.803550571,-0.321307645,-0.256458844,185,257,72,-3.2,,,,
Mn3Cu0.5Si0.15Ge0.35N,25.7,25.17414767,3.214809481,0.125089863,0.1354125,0.134959002,0.00736494,0.054388924,0.010489553,0.13239875,0.13219592,0.004985416,0.037654555,0.00976201,56.55509625,55.06975061,7.815109958,0.138185778,7.1478375,6.700647062,1.261343772,0.176465088,-0.0604875,-0.768684547,0.761762627,12.59371981,1.706375,1.701009063,0.099124212,0.05809052,1.647125,1.631508683,0.170258581,0.103367128,8.375,7.847133758,2.496873044,0.298134095,15.796625,13.34583327,9.791807027,0.61986703,7.5381125,7.533274596,0.195116439,0.025883991,16.27361766,16.15509651,1.526523129,0.093803551,247.2676625,64.0287314,126.4125665,0.511237762,1478.349375,1470.118742,104.5766586,0.070738799,3.9625,3.950617284,0.189983552,0.047945376,25.5690125,25.46280052,1.522212752,0.059533498,66.78125,10.21097973,129.6981296,1.942133901,7.125,6.677506775,1.763341997,0.247486596,1.875,0.25,5,0.263157895,0.035087719,0.701754386,4.131875,4.096087734,0.407372967,0.098592762,-12.8809375,0.811979978,0.029508963,-10.45906334,-0.38010311,-0.308636115,143,231,88,-2.6,,,,
Mn3Cu0.6Si0.11Ge0.29N,25.805,25.37921335,2.938022294,0.113854768,0.1358025,0.135428658,0.006697648,0.049319036,0.010564545,0.13258075,0.132407362,0.004622576,0.034866114,0.009796593,56.77344625,55.58762052,7.090034101,0.124882926,7.2687475,6.900536914,1.173090111,0.161388205,-0.0619825,-0.769197085,0.759056172,12.2462981,1.704925,1.69983345,0.096402772,0.056543702,1.645475,1.630359453,0.16724017,0.101636409,8.3,7.817258883,2.368543856,0.28536673,15.063275,13.11620338,8.760518023,0.581581231,7.5312575,7.527028193,0.182164215,0.024187755,16.37844225,16.23933871,1.649622402,0.100719127,246.4378775,58.25566016,127.836895,0.518738825,1477.251125,1469.896121,98.96286912,0.066991229,3.9725,3.963666391,0.163535164,0.041166813,25.6337925,25.54629432,1.388556619,0.054168989,74.42775,10.23770365,139.6030625,1.875685648,7.3,6.859688196,1.791647287,0.245431135,1.85,0.2,5.25,0.253424658,0.02739726,0.719178082,4.125875,4.091775429,0.396893228,0.096196135,-9.6931375,0.789404939,0.025300318,-7.651810618,-0.245239466,-0.193593245,152,228,76,-21.1,,,,
Mn3Cu0.6Si0.12Ge0.28N,25.76,25.31467986,2.980335552,0.115696256,0.13578,0.135397684,0.006765471,0.049826713,0.010560771,0.132559,0.132380697,0.004682971,0.035327448,0.009792678,56.66208375,55.41943497,7.189240125,0.126879205,7.26127,6.871919115,1.194819324,0.16454688,-0.06159,-0.76906161,0.759765952,12.33586543,1.7051,1.699971391,0.096783211,0.056761018,1.6452,1.630168072,0.166730201,0.101343424,8.3,7.817258883,2.368543856,0.28536673,15.0973,13.11933883,8.871150416,0.587598472,7.53189,7.527584742,0.183871199,0.024412359,16.37946831,16.24037764,1.649473972,0.100703755,246.42048,58.22549625,127.8643909,0.518887029,1478.4405,1471.154532,98.61889598,0.066704677,3.97,3.96039604,0.170587221,0.042969073,25.62521,25.53411175,1.413816808,0.055172887,74.648,10.24030826,139.6494579,1.870772933,7.3,6.859688196,1.791647287,0.245431135,1.85,0.2,5.25,0.253424658,0.02739726,0.719178082,4.1255,4.091516539,0.396137287,0.096021643,-9.8118,0.791674492,0.025974275,-7.767751776,-0.254854389,-0.201761719,140,223,83,-18.2,,,,
