Co,Ti,Mo,Ni,W,Al,Si,V,Cu,P,Fe,N,Nb,C,Mn,S,Cr,roughness,heat-treatment/temperature-1,heat-treatment/time-1,heat-treatment/temperature-2,heat-treatment/time-2,info/testing-area,info/initial-temperature,info/polarized-potential,info/heating-rate,result/critical-pitting-temperature,solute-1,solution/mol-concentration-1,solute-2,solution/mol-concentration-2,solute-3,solution/mol-concentration-3,NaCl-mol,NaBr-mol,NaBr+NaCl-mol,Na2SO4-mol,OH-mol,SnCl2-mol
0.0,0.0,3.15,5.73,0.0,0.0,0.32,0.0,0.24,0.023,0.0,0.18,0.0,0.017,1.4,0.001,22.43,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,55.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.02,24.76,0.0,0.0,0.21,0.0,0.94,0.023,0.0,0.223,0.0,0.019,0.82,0.004,19.6,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.7,1.0,64.7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.76,6.32,0.0,0.0,0.33,0.0,1.8,0.021,0.0,0.25,0.0,0.038,0.96,0.001,24.14,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.7,1.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.02,17.76,0.0,0.0,0.36,0.0,0.72,0.02,0.0,0.203,0.0,0.012,0.51,0.001,20.06,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.7,1.0,66.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.83,6.4,0.0,0.0,0.36,0.0,0.2,0.024,0.0,0.27,0.0,0.028,0.81,0.001,24.41,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.7,1.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002,3.81,6.83,0.0,0.0,0.28,0.0,0.21,0.022,0.0,0.268,0.0,0.014,0.87,0.001,24.82,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.7,1.0,73.9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.39,4.86,0.0,0.0,0.37,0.0,0.23,0.029,0.0,0.131,0.0,0.018,1.5,0.001,23.51,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,10.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.66,6.75,0.65,0.0,0.58,0.0,0.56,0.024,0.0,0.23,0.0,0.028,0.64,0.001,25.0,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.7,1.0,75.9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.55,4.91,0.0,0.0,0.3,0.0,0.23,0.03,0.0,0.16,0.0,0.017,1.81,0.0,22.16,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,24.5,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.55,4.91,0.0,0.0,0.3,0.0,0.23,0.03,0.0,0.16,0.0,0.017,1.81,0.0,22.16,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,28.7,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.55,4.91,0.0,0.0,0.3,0.0,0.23,0.03,0.0,0.16,0.0,0.017,1.81,0.0,22.16,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,22.83,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.007,4.37,24.26,0.0,0.0,0.33,0.0,1.41,0.023,0.0,0.054,0.0,0.011,1.62,0.001,20.3,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,33.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.007,4.37,24.26,0.0,0.0,0.33,0.0,1.41,0.023,0.0,0.054,0.0,0.011,1.62,0.001,20.3,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,28.9,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.007,4.37,24.26,0.0,0.0,0.33,0.0,1.41,0.023,0.0,0.054,0.0,0.011,1.62,0.001,20.3,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,33.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.15,5.73,0.0,0.0,0.32,0.0,0.24,0.023,0.0,0.18,0.0,0.017,1.4,0.001,22.43,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,43.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.15,5.73,0.0,0.0,0.32,0.0,0.24,0.023,0.0,0.18,0.0,0.017,1.4,0.001,22.43,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,47.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.15,5.73,0.0,0.0,0.32,0.0,0.24,0.023,0.0,0.18,0.0,0.017,1.4,0.001,22.43,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,44.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.66,6.75,0.65,0.0,0.58,0.0,0.56,0.024,0.0,0.23,0.0,0.028,0.64,0.001,25.0,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,51.9,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.66,6.75,0.65,0.0,0.58,0.0,0.56,0.024,0.0,0.23,0.0,0.028,0.64,0.001,25.0,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,54.5,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.66,6.75,0.65,0.0,0.58,0.0,0.56,0.024,0.0,0.23,0.0,0.028,0.64,0.001,25.0,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,43.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.83,6.4,0.0,0.0,0.36,0.0,0.2,0.024,0.0,0.27,0.0,0.028,0.81,0.001,24.41,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,45.6,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.83,6.4,0.0,0.0,0.36,0.0,0.2,0.024,0.0,0.27,0.0,0.028,0.81,0.001,24.41,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,34.9,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.83,6.4,0.0,0.0,0.36,0.0,0.2,0.024,0.0,0.27,0.0,0.028,0.81,0.001,24.41,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,39.6,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.76,6.32,0.0,0.0,0.33,0.0,1.8,0.021,0.0,0.25,0.0,0.038,0.96,0.001,24.14,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,48.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.76,6.32,0.0,0.0,0.33,0.0,1.8,0.021,0.0,0.25,0.0,0.038,0.96,0.001,24.14,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,45.2,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.76,6.32,0.0,0.0,0.33,0.0,1.8,0.021,0.0,0.25,0.0,0.038,0.96,0.001,24.14,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,37.4,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.002,3.81,6.83,0.0,0.0,0.28,0.0,0.21,0.022,0.0,0.268,0.0,0.014,0.87,0.001,24.82,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,39.5,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.002,3.81,6.83,0.0,0.0,0.28,0.0,0.21,0.022,0.0,0.268,0.0,0.014,0.87,0.001,24.82,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,43.9,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.002,3.81,6.83,0.0,0.0,0.28,0.0,0.21,0.022,0.0,0.268,0.0,0.014,0.87,0.001,24.82,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,48.3,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.002,3.81,6.83,0.0,0.0,0.28,0.0,0.21,0.022,0.0,0.268,0.0,0.014,0.87,0.001,24.82,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,46.5,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.02,17.76,0.0,0.0,0.36,0.0,0.72,0.02,0.0,0.203,0.0,0.012,0.51,0.001,20.06,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,58.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.02,17.76,0.0,0.0,0.36,0.0,0.72,0.02,0.0,0.203,0.0,0.012,0.51,0.001,20.06,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,54.3,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.02,17.76,0.0,0.0,0.36,0.0,0.72,0.02,0.0,0.203,0.0,0.012,0.51,0.001,20.06,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,43.6,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.02,17.76,0.0,0.0,0.36,0.0,0.72,0.02,0.0,0.203,0.0,0.012,0.51,0.001,20.06,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,45.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.003,4.4,17.59,0.0,0.0,0.273,0.0,0.066,0.012,0.0,0.458,0.006,0.014,5.01,0.001,24.6,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.7,1.0,94.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.86,22.78,2.07,0.0,0.23,0.0,1.626,0.014,0.0,0.499,0.011,0.028,3.09,0.001,24.32,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.7,1.0,98.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.86,22.78,2.07,0.0,0.23,0.0,1.626,0.014,0.0,0.499,0.011,0.028,3.09,0.001,24.32,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,129.9,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.86,22.78,2.07,0.0,0.23,0.0,1.626,0.014,0.0,0.499,0.011,0.028,3.09,0.001,24.32,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,114.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.86,22.78,2.07,0.0,0.23,0.0,1.626,0.014,0.0,0.499,0.011,0.028,3.09,0.001,24.32,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,90.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.003,4.4,17.59,0.0,0.0,0.273,0.0,0.066,0.012,0.0,0.458,0.006,0.014,5.01,0.001,24.6,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,56.2,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.003,4.4,17.59,0.0,0.0,0.273,0.0,0.066,0.012,0.0,0.458,0.006,0.014,5.01,0.001,24.6,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,68.7,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.003,4.4,17.59,0.0,0.0,0.273,0.0,0.066,0.012,0.0,0.458,0.006,0.014,5.01,0.001,24.6,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,64.1,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.003,4.4,17.59,0.0,0.0,0.273,0.0,0.066,0.012,0.0,0.458,0.006,0.014,5.01,0.001,24.6,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,49.6,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.02,24.76,0.0,0.0,0.21,0.0,0.94,0.023,0.0,0.223,0.0,0.019,0.82,0.004,19.6,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,54.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.02,24.76,0.0,0.0,0.21,0.0,0.94,0.023,0.0,0.223,0.0,0.019,0.82,0.004,19.6,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,61.4,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.02,24.76,0.0,0.0,0.21,0.0,0.94,0.023,0.0,0.223,0.0,0.019,0.82,0.004,19.6,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,45.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.15,14.01,0.0,0.0,0.56,0.0,0.21,0.023,0.0,0.171,0.0,0.018,1.56,0.001,17.94,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,29.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.15,14.01,0.0,0.0,0.56,0.0,0.21,0.023,0.0,0.171,0.0,0.018,1.56,0.001,17.94,3.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,21.0,1.0,2.8169,0.0,0.0,0.0,0.0,2.8169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,0.1,800.0,0.1,1.0,25.0,0.75,1.0,14.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,0.1,800.0,0.1,1.0,25.0,0.75,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,0.1,800.0,0.1,1.0,25.0,0.75,1.0,14.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,55.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,0.44,800.0,0.1,1.0,25.0,0.75,1.0,15.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,0.44,800.0,0.1,1.0,25.0,0.75,1.0,15.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,0.44,800.0,0.1,1.0,25.0,0.75,1.0,14.9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,57.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,0.74,800.0,0.1,1.0,25.0,0.75,1.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,0.74,800.0,0.1,1.0,25.0,0.75,1.0,16.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,0.74,800.0,0.1,1.0,25.0,0.75,1.0,15.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,1.1,800.0,0.1,1.0,25.0,0.75,1.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,59.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,1.1,800.0,0.1,1.0,25.0,0.75,1.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,2.21,800.0,0.1,1.0,25.0,0.75,1.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42,4.8,0.0,0.0,0.38,0.0,0.3,0.025,0.0,0.12,0.0,0.016,1.49,0.001,23.23,3.0,1350.0,2.21,800.0,0.1,1.0,25.0,0.75,1.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1,5.46,0.0,0.0,0.047,0.0,0.15,0.023,0.0,0.15,0.0,0.026,1.37,0.001,22.27,3.0,1050.0,60.0,0.0,0.0,1.0,10.0,0.75,1.0,62.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.15,18.03,0.0,0.0,0.22,0.0,0.7,0.0,0.0,0.21,0.0,0.013,0.45,0.001,20.27,3.0,900.0,60.0,0.0,0.0,1.0,3.0,0.7,1.0,82.5,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.15,18.03,0.0,0.0,0.22,0.0,0.7,0.0,0.0,0.21,0.0,0.013,0.45,0.001,20.27,3.0,900.0,30.0,900.0,30.0,1.0,3.0,0.7,1.0,87.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.15,18.03,0.0,0.0,0.22,0.0,0.7,0.0,0.0,0.21,0.0,0.013,0.45,0.001,20.27,3.0,900.0,5.0,900.0,5.0,1.0,3.0,0.7,1.0,93.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.15,18.03,0.0,0.0,0.22,0.0,0.7,0.0,0.0,0.21,0.0,0.013,0.45,0.001,20.27,3.0,900.0,10.0,900.0,10.0,1.0,3.0,0.7,1.0,92.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.15,18.03,0.0,0.0,0.22,0.0,0.7,0.0,0.0,0.21,0.0,0.013,0.45,0.001,20.27,3.0,900.0,90.0,900.0,90.0,1.0,3.0,0.7,1.0,78.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.15,18.03,0.0,0.0,0.22,0.0,0.7,0.0,0.0,0.21,0.0,0.013,0.45,0.001,20.27,3.0,900.0,120.0,900.0,120.0,1.0,3.0,0.7,1.0,75.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.15,18.03,0.0,0.0,0.22,0.0,0.7,0.0,0.0,0.21,0.0,0.013,0.45,0.001,20.27,3.0,900.0,180.0,0.0,0.0,1.0,3.0,0.7,1.0,71.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.15,18.03,0.0,0.0,0.22,0.0,0.7,0.0,0.0,0.21,0.0,0.013,0.45,0.001,20.27,3.0,900.0,360.0,0.0,0.0,1.0,3.0,0.7,1.0,70.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.35,1.19,0.0,0.0,0.29,0.0,0.0,0.015,0.0,0.0,0.0,0.027,5.72,0.0049,0.0,3.0,1000.0,30.0,0.0,0.0,1.0,0.0,0.25,1.0,35.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.35,1.19,0.0,0.0,0.29,0.0,0.0,0.015,0.0,0.0,0.0,0.027,5.72,0.0049,0.0,3.0,1050.0,30.0,0.0,0.0,1.0,0.0,0.25,1.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.35,1.19,0.0,0.0,0.29,0.0,0.0,0.015,0.0,0.0,0.0,0.027,5.72,0.0049,0.0,3.0,1080.0,30.0,0.0,0.0,1.0,0.0,0.25,1.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
