,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,断面收缩率,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,热处理工艺,夹杂物,晶粒度,最大晶粒度,渗氮,渗碳,试验单位-金相组织,金相组织,马氏体转变开
0,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,2.0,25.0,1.0,48.5,1.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:900℃  8分,空冷;退火:NaN",,,,,,,,
1,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,3.0,25.0,1.0,50.0,2.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:510℃  3h 空冷;淬火:NaN;正火:900℃  8分,空冷;退火:NaN",,,,,,,,
2,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,350.0,1.0,61.2,3.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
3,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,350.0,1.0,43.8,4.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
4,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,400.0,1.0,53.3,5.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
5,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,400.0,1.0,46.2,6.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
6,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,450.0,1.0,58.5,7.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
7,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,450.0,1.0,50.8,8.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
8,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,510.0,1.0,54.6,9.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
9,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,510.0,1.0,65.5,10.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
10,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,600.0,1.0,81.5,11.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
11,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,600.0,1.0,89.4,12.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
12,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,700.0,1.0,74.1,13.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
13,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,800.0,1.0,92.2,14.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
14,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,800.0,1.0,84.0,15.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
15,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,1000.0,1.0,25.1,17.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
16,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,1100.0,1.0,16.5,18.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
17,00Cr17Ni14Mo2,上海材料研究所,光滑,Φ10,纵向,GB228-87,74-765,1.0,25.0,5.0,79.5,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.26,17.0,0.004,0.02,1.4,0.415,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1100℃ 油冷;正火:NaN;退火:NaN,NaN,6,7,NaN,NaN,NaN,奥氏体,0
18,08,上海材料研究所,光滑,Φ10,纵向,GB228-87,903108,1.0,25.0,5.0,73.1,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.009,0.011,0.49,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:930℃,45分,空冷;退火:NaN",NaN,0,0,NaN,NaN,上海材料研究所,铁素体+少量珠光体,0
19,08F,上海材料研究所,光滑,Φ10,纵向,GB228-87,1008,1.0,25.0,3.0,74.9,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0073,0.47,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:930℃ 40';退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,铁素体+珠光体,0
20,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89001,1.0,25.0,3.0,64.8,1.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.02,0.017,0.63,0.78,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,NaN,7,7,NaN,NaN,第二汽车厂,铁素体+珠光体,0
21,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89002,1.0,25.0,3.0,59.5,2.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
22,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89003,1.0,25.0,3.0,60.8,3.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
23,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89004,1.0,25.0,4.0,59.3,4.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
24,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89005,1.0,25.0,3.0,60.9,5.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
25,0Cr12Mn5Ni4Mo3Al,_,光滑,D=4 mm,_,,061595,12.0,20.0,1.0,56.7,10.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 + 冷变形 + 520℃ 时效;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
26,0Cr12Mn5Ni4Mo3Al,_,光滑,D=6 mm,_,,061595,12.0,20.0,1.0,46.3,11.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 + 冷变形 + 520℃ 时效;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
27,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,19.0,25.0,1.0,62.0,28.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 30分(空冷) + (-78℃)* 0.25h + 530℃ *2h 空冷 co;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
28,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,6.0,25.0,1.0,65.0,35.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:+ 520℃ 时效;热处理1:1050℃ 固溶 + (-78℃)冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
29,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,25.0,2.0,21.0,1.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
30,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,600.0,2.0,23.0,2.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
31,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,700.0,2.0,33.0,3.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
32,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,800.0,2.0,31.0,4.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
33,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,850.0,2.0,26.0,5.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
34,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,900.0,2.0,26.0,6.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
35,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,20.0,2.0,15.0,7.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
36,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,20.0,2.0,12.0,8.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
37,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,20.0,2.0,6.3,9.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
38,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,20.0,2.0,4.0,10.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
39,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,700.0,2.0,29.0,11.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
40,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,700.0,2.0,30.0,12.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
