,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,伸长率10,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,热处理工艺,夹杂物,晶粒度,最大晶粒度,渗氮,渗碳,试验单位-金相组织,金相组织,马氏体转变开
96,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2223,1.0,20.0,3.0,33.33,25.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.34,0.019,0.019,0.51,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
97,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2223,1.0,100.0,3.0,23.67,26.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.34,0.019,0.019,0.51,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
98,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2223,1.0,200.0,3.0,20.0,27.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.34,0.019,0.019,0.51,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
99,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2223,1.0,250.0,3.0,17.67,28.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.34,0.019,0.019,0.51,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
100,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2223,1.0,300.0,3.0,15.83,29.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.34,0.019,0.019,0.51,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
101,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2223,1.0,350.0,3.0,16.83,30.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.34,0.019,0.019,0.51,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
102,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2223,1.0,400.0,3.0,17.5,31.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.34,0.019,0.019,0.51,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
103,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2223,1.0,450.0,3.0,17.2,32.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.34,0.019,0.019,0.51,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
104,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2223,1.0,500.0,3.0,17.17,33.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,2.34,0.019,0.019,0.51,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
105,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2224,1.0,20.0,3.0,31.07,34.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.38,0.012,0.012,0.5,0.265,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
106,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2224,1.0,100.0,3.0,23.57,35.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.38,0.012,0.012,0.5,0.265,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
107,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2224,1.0,200.0,3.0,20.33,36.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.38,0.012,0.012,0.5,0.265,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
108,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2224,1.0,250.0,3.0,17.33,37.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.38,0.012,0.012,0.5,0.265,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
109,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2224,1.0,300.0,3.0,16.66,38.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.38,0.012,0.012,0.5,0.265,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
110,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2224,1.0,350.0,3.0,16.17,39.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.38,0.012,0.012,0.5,0.265,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
111,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2224,1.0,400.0,3.0,16.17,40.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.38,0.012,0.012,0.5,0.265,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
112,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2224,1.0,450.0,3.0,17.0,41.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.38,0.012,0.012,0.5,0.265,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
113,10CrMo910,上海成套所,光滑,Φ10,纵向,GB4338-84,2224,1.0,500.0,3.0,17.83,42.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,2.38,0.012,0.012,0.5,0.265,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700-750℃;淬火:NaN;正火:900-960℃;退火:NaN,,,,,,,,
114,12Cr1MoV,上海成套所,光滑,Φ10,纵向,GB228-76,790001,1.0,25.0,29.0,24.9,1.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.33,0.07,1.11,0.008,0.029,0.56,0.29,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:720℃ 3h;淬火:NaN;正火:1000℃ 1h;退火:NaN,氧化物和硫化物<3级,7,8,NaN,NaN,上海发电设备成套所,贝氏体,0
115,12Cr1MoV,上海成套所,光滑,Φ10,纵向,GB228-76,790002,1.0,25.0,29.0,24.9,2.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.2,0.27,0.05,0.99,0.01,0.016,0.54,0.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:720℃ 3h;淬火:NaN;正火:1000℃ 1h;退火:NaN,氧化物和硫化物<3级,7,8,NaN,NaN,上海发电设备成套所,贝氏体,0
116,12Cr1MoV,上海成套所,光滑,Φ10,纵向,GB228-76,790003,1.0,25.0,29.0,24.9,3.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.3,0.06,1.08,0.015,0.017,0.61,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:720℃ 3h;淬火:NaN;正火:1000℃ 1h;退火:NaN,氧化物和硫化物<3级,7,8,NaN,NaN,上海发电设备成套所,贝氏体,0
117,12Cr1MoV,上海成套所,光滑,Φ10,纵向,GB228-76,790004,2.0,25.0,29.0,24.9,4.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.3,0.12,1.15,0.019,0.019,0.51,0.33,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:740℃ 3h;淬火:NaN;正火:985℃ 45';退火:NaN,氧化物和硫化物<3级,7,8,NaN,NaN,上海发电设备成套所,贝氏体,0
118,12Cr1MoV,上海成套所,光滑,Φ10,纵向,GB228-76,790005,2.0,25.0,29.0,24.9,5.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.19,0.27,0.12,1.05,0.01,0.019,0.57,0.25,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:740℃ 3h;淬火:NaN;正火:985℃ 45';退火:NaN,氧化物和硫化物<3级,7,8,NaN,NaN,上海发电设备成套所,贝氏体,0
119,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB228-76,812189,1.0,25.0,2.0,19.7,4.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0074,0.1,0.0,0.33,1.15,0.16,2.71,0.009,0.014,0.72,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,7,8,NaN,NaN,上海发电设备成套所,贝氏体,374
120,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB228-76,812192,1.0,25.0,4.0,19.8,6.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0068,0.12,0.0,0.33,1.0,0.12,2.72,0.009,0.018,0.64,0.66,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
121,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812189,1.0,300.0,3.0,17.47,8.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0074,0.1,0.0,0.33,1.15,0.16,2.71,0.009,0.014,0.72,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,7,8,NaN,NaN,上海发电设备成套所,贝氏体,374
122,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812189,1.0,400.0,3.0,18.53,10.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0074,0.1,0.0,0.33,1.15,0.16,2.71,0.009,0.014,0.72,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,7,8,NaN,NaN,上海发电设备成套所,贝氏体,374
123,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812189,1.0,450.0,3.0,18.03,12.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0074,0.1,0.0,0.33,1.15,0.16,2.71,0.009,0.014,0.72,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,7,8,NaN,NaN,上海发电设备成套所,贝氏体,374
124,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812189,1.0,500.0,3.0,17.33,14.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0074,0.1,0.0,0.33,1.15,0.16,2.71,0.009,0.014,0.72,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,7,8,NaN,NaN,上海发电设备成套所,贝氏体,374
125,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812189,1.0,550.0,3.0,18.97,16.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0074,0.1,0.0,0.33,1.15,0.16,2.71,0.009,0.014,0.72,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,7,8,NaN,NaN,上海发电设备成套所,贝氏体,374
126,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812192,1.0,300.0,3.0,17.43,20.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0068,0.12,0.0,0.33,1.0,0.12,2.72,0.009,0.018,0.64,0.66,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
127,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812192,1.0,400.0,3.0,16.87,22.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0068,0.12,0.0,0.33,1.0,0.12,2.72,0.009,0.018,0.64,0.66,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
128,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812192,1.0,450.0,3.0,19.13,24.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0068,0.12,0.0,0.33,1.0,0.12,2.72,0.009,0.018,0.64,0.66,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
129,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812192,1.0,500.0,3.0,18.23,26.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0068,0.12,0.0,0.33,1.0,0.12,2.72,0.009,0.018,0.64,0.66,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
130,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,812192,1.0,550.0,3.0,17.57,28.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0068,0.12,0.0,0.33,1.0,0.12,2.72,0.009,0.018,0.64,0.66,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
131,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,7129441,1.0,300.0,3.0,17.13,32.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.007,0.12,0.0,0.33,1.1,0.12,2.71,0.011,0.019,0.7,0.72,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
132,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,7129441,1.0,400.0,3.0,16.53,34.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.007,0.12,0.0,0.33,1.1,0.12,2.71,0.011,0.019,0.7,0.72,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
133,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,7129441,1.0,450.0,3.0,17.77,36.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.007,0.12,0.0,0.33,1.1,0.12,2.71,0.011,0.019,0.7,0.72,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
134,12Cr3MoVSiTiB,上海成套所,光滑,_,纵向,GB4338-84,7129441,1.0,500.0,3.0,17.8,38.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.007,0.12,0.0,0.33,1.1,0.12,2.71,0.011,0.019,0.7,0.72,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:760℃,5h;淬火:NaN;正火:1070℃,45';退火:NaN",少量氧化物和硫化物,5,7,NaN,NaN,上海发电设备成套所,贝氏体,374
