,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,伸长率10,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,热处理工艺,夹杂物,晶粒度,最大晶粒度,渗氮,渗碳,试验单位-金相组织,金相组织,马氏体转变开
216,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891163,1.0,300.0,3.0,17.9,21.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.023,1.41,0.43,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
217,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891164,1.0,300.0,3.0,20.2,22.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
218,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891165,1.0,300.0,3.0,20.4,23.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
219,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891161,1.0,350.0,3.0,21.2,24.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.023,1.6,0.54,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,少量氧化物,0,0,NaN,NaN,上海工业锅炉厂,铁素体+珠光体,0
220,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891162,1.0,350.0,3.0,22.2,25.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
221,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891163,1.0,350.0,3.0,22.1,26.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.023,1.41,0.43,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
222,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891164,1.0,350.0,3.0,19.4,27.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
223,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891165,1.0,350.0,3.0,19.3,28.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
224,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891161,1.0,400.0,3.0,20.9,29.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.023,1.6,0.54,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,少量氧化物,0,0,NaN,NaN,上海工业锅炉厂,铁素体+珠光体,0
225,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891162,1.0,400.0,3.0,24.7,30.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
226,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891163,1.0,400.0,3.0,23.0,31.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.023,1.41,0.43,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
227,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891164,1.0,400.0,3.0,24.6,32.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
228,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891165,1.0,400.0,3.0,23.9,33.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
229,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891161,1.0,450.0,3.0,21.5,34.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.023,1.6,0.54,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,少量氧化物,0,0,NaN,NaN,上海工业锅炉厂,铁素体+珠光体,0
230,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891162,1.0,450.0,3.0,25.2,35.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
231,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891163,1.0,450.0,3.0,24.6,36.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.023,1.41,0.43,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
232,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891164,1.0,450.0,3.0,27.2,37.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
233,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891165,1.0,450.0,3.0,16.9,38.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
234,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891161,1.0,500.0,3.0,24.4,39.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.023,1.6,0.54,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,少量氧化物,0,0,NaN,NaN,上海工业锅炉厂,铁素体+珠光体,0
235,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891162,1.0,500.0,3.0,31.7,40.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
236,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891163,1.0,500.0,3.0,28.9,41.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.023,1.41,0.43,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
237,16Mng,上海工业锅炉厂,光滑,Φ10,纵向,ISO783-68,891165,1.0,500.0,3.0,18.6,42.0,上海工业锅炉厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
238,18Mn2CrMoBA,_,光滑,_,纵向,,072094,1.0,200.0,0.0,7.1,3.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.52,0.0,1.15,0.02,0.02,1.75,0.37,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:350℃;淬火:920℃ 空冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,贝氏体+马氏体+(M-A)混合组织,320
239,18Mn2CrMoBA,_,光滑,_,纵向,,072094,1.0,250.0,0.0,9.1,4.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.52,0.0,1.15,0.02,0.02,1.75,0.37,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:350℃;淬火:920℃ 空冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,贝氏体+马氏体+(M-A)混合组织,320
240,18Mn2CrMoBA,_,光滑,_,纵向,,072094,1.0,300.0,0.0,11.0,5.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.52,0.0,1.15,0.02,0.02,1.75,0.37,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:350℃;淬火:920℃ 空冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,贝氏体+马氏体+(M-A)混合组织,320
241,18Mn2CrMoBA,_,光滑,_,纵向,,072094,1.0,350.0,0.0,9.5,6.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.52,0.0,1.15,0.02,0.02,1.75,0.37,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:350℃;淬火:920℃ 空冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,贝氏体+马氏体+(M-A)混合组织,320
242,18Mn2CrMoBA,_,光滑,_,纵向,,072094,1.0,400.0,0.0,8.8,7.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.52,0.0,1.15,0.02,0.02,1.75,0.37,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:350℃;淬火:920℃ 空冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,贝氏体+马氏体+(M-A)混合组织,320
243,18MnMoNb,上海成套所,光滑,_,纵向,GB4338-84,899103,3.0,200.0,2.0,12.0,5.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.016,0.012,1.64,0.31,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:正火+回火;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
244,18MnMoNb,上海成套所,光滑,_,纵向,GB4338-84,899103,3.0,300.0,2.0,13.25,6.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.016,0.012,1.64,0.31,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:正火+回火;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
245,18MnMoNb,上海成套所,光滑,_,纵向,GB4338-84,899103,3.0,400.0,2.0,14.25,7.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.016,0.012,1.64,0.31,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:正火+回火;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
246,20G,上海成套所,光滑,Φ10,纵向,GB228-74,770005,1.0,25.0,48.0,31.9,3.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.18,0.016,0.01,0.51,0.26,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:920℃ 45' 空冷;退火:NaN,氧化物和硫化物<3级,3,3,NaN,NaN,上海发电设备成套所,铁素体+珠光体,0
247,20G,上海成套所,光滑,Φ10,纵向,GB228-74,770004,1.0,25.0,48.0,31.9,4.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.06,0.011,0.028,0.54,0.26,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:920℃ 45' 空冷;退火:NaN,氧化物和硫化物<3级,3,3,NaN,NaN,上海发电设备成套所,铁素体+珠光体,0
248,20G,上海成套所,光滑,Φ10,纵向,GB228-74,770003,1.0,25.0,48.0,31.9,5.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.013,0.49,0.22,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:920℃ 45' 空冷;退火:NaN,氧化物和硫化物<3级,3,3,NaN,NaN,上海发电设备成套所,铁素体+珠光体,0
249,20G,上海成套所,光滑,Φ10,纵向,GB228-74,770002,1.0,25.0,48.0,31.9,6.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.56,0.22,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:920℃ 45' 空冷;退火:NaN,氧化物和硫化物<3级,3,3,NaN,NaN,上海发电设备成套所,铁素体+珠光体,0
250,20G,上海成套所,光滑,Φ10,纵向,GB228-74,770001,1.0,25.0,48.0,31.9,7.0,上海成套所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.009,0.4,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:920℃ 45' 空冷;退火:NaN,氧化物和硫化物<3级,3,3,NaN,NaN,上海发电设备成套所,铁素体+珠光体,0
251,30CrMnSiA,_,光滑,_,纵向,,081694,5.0,25.0,0.0,7.5,3.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.95,0.03,0.03,0.95,1.05,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:880℃ 加热 + 320℃ 等温 20分 , 油冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
252,30CrMnSiA,_,光滑,_,纵向,,081694,6.0,25.0,0.0,7.2,4.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.95,0.03,0.03,0.95,1.05,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:880℃ 加热 + 370℃ 等温 20分 ,油冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
253,30CrMnSiA,_,光滑,_,纵向,,081694,7.0,25.0,0.0,19.4,5.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.95,0.03,0.03,0.95,1.05,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:880℃ 加热 + 410℃ 等温 20分, 油冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
254,30CrMnSiA,_,光滑,_,纵向,,081694,8.0,25.0,0.0,14.9,6.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.95,0.03,0.03,0.95,1.05,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:880℃ 加热 ,450℃ 等温 20分 ,油冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
255,30CrMnSiA,_,光滑,_,纵向,,081694,9.0,25.0,0.0,7.7,7.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.95,0.03,0.03,0.95,1.05,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:880℃ 加热 +500℃  等温 20分, 油冷;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN",,,,,,,,
