,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,伸长率5,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,热处理工艺,夹杂物,晶粒度,最大晶粒度,渗氮,渗碳,试验单位-金相组织,金相组织,马氏体转变开
628,1Cr17Ni2,621 所,光滑,_,纵向,GB228-87,17202,5.0,450.0,0.0,9.0,15.0,621所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,16.74,0.022,0.025,0.71,0.7,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:680℃ 2h 空冷;淬火:1040℃ 油冷;正火:NaN;退火:NaN,,,,,,,,
629,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,25.0,0.0,63.0,1.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
630,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,200.0,0.0,49.0,2.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
631,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,300.0,0.0,49.0,3.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
632,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,400.0,0.0,47.0,4.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
633,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,500.0,0.0,46.0,5.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
634,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,600.0,0.0,37.0,6.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
635,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,750.0,0.0,61.0,7.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
636,1Cr18Mn8Ni5N,_,光滑,_,纵向,,050595,1.0,25.0,0.0,62.0,8.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
637,1Cr18Mn8Ni5N,_,光滑,_,横向,,050595,1.0,25.0,0.0,60.0,9.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
638,1Cr18Mn8Ni5N,_,光滑,_,纵向,,050595,1.0,25.0,0.0,61.0,10.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
639,1Cr18Mn8Ni5N,_,光滑,_,横向,,050595,1.0,25.0,0.0,59.0,11.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
640,1Cr18Mn8Ni5N,_,光滑,_,纵向,,050595,1.0,25.0,0.0,62.0,12.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
641,1Cr18Mn8Ni5N,_,光滑,_,横向,,050595,1.0,25.0,0.0,60.0,13.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
642,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,25.0,0.0,63.0,14.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
643,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,25.0,0.0,37.0,15.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
644,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,25.0,0.0,27.0,16.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
645,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,25.0,0.0,20.0,17.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
646,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,25.0,0.0,12.0,18.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
647,1Cr18Mn8Ni5N,_,光滑,_,_,,050595,1.0,25.0,0.0,12.0,19.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.025,0.035,8.75,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1070℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
648,1Cr18Ni9,_,光滑,_,纵向,GB228-76,11890,1.0,20.0,0.0,64.0,1.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,18.2,0.0052,0.021,1.43,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1150℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
649,1Cr18Ni9,_,光滑,_,纵向,GB228-76,11890,1.0,650.0,0.0,33.0,2.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,18.2,0.0052,0.021,1.43,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1150℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
650,1Cr18Ni9,_,光滑,_,纵向,GB228-76,11890,1.0,760.0,0.0,17.0,3.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,18.2,0.0052,0.021,1.43,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1150℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
651,1Cr18Ni9,_,光滑,_,纵向,GB228-76,11890,1.0,870.0,0.0,19.0,4.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,18.2,0.0052,0.021,1.43,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1150℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,NaN,奥氏体,0
652,1Cr18Ni9,_,光滑,_,纵向,GB228-76,11892,2.0,538.0,0.0,44.0,6.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1080℃ 水冷;正火:NaN;退火:NaN,,,,,,,,
653,1Cr18Ni9,_,光滑,_,纵向,GB228-76,11892,2.0,648.0,0.0,37.0,7.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1080℃ 水冷;正火:NaN;退火:NaN,,,,,,,,
654,1Cr18Ni9,_,光滑,_,纵向,GB228-76,11892,2.0,760.0,0.0,31.0,8.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1080℃ 水冷;正火:NaN;退火:NaN,,,,,,,,
655,1Cr18Ni9,_,光滑,_,纵向,GB228-76,11892,2.0,871.0,0.0,31.0,9.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1080℃ 水冷;正火:NaN;退火:NaN,,,,,,,,
656,1Cr18Ni9,_,光滑,_,纵向,GB228-76,11892,2.0,927.0,0.0,47.0,10.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1080℃ 水冷;正火:NaN;退火:NaN,,,,,,,,
657,1Cr18Ni9,_,光滑,_,纵向,GB228-79,11891,7.0,20.0,0.0,69.0,11.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1050℃ 水冷;正火:NaN;退火:NaN,,,,,,,,
658,1Cr18Ni9,_,光滑,_,纵向,GB228-79,11891,5.0,20.0,0.0,55.0,12.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:冷轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
659,1Cr18Ni9,_,光滑,_,纵向,GB228-79,11891,6.0,20.0,0.0,63.0,13.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1200℃ 水冷;正火:NaN;退火:NaN,,,,,,,,
660,1Cr18Ni9Ti,上海材料研究所,光滑,Φ5,纵向,GB4338-84,118004,2.0,300.0,3.0,42.4,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,9.7,17.69,0.0,0.0,1.26,0.87,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1050℃ 空冷 或 水冷;正火:NaN;退火:NaN,,,,,,,,
661,1Cr18Ni9Ti,上海材料研究所,光滑,Φ5,纵向,GB4338-84,118004,2.0,400.0,3.0,41.0,2.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,9.7,17.69,0.0,0.0,1.26,0.87,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1050℃ 空冷 或 水冷;正火:NaN;退火:NaN,,,,,,,,
662,1Cr18Ni9Ti,上海材料研究所,光滑,Φ5,纵向,GB4338-84,118004,2.0,550.0,3.0,40.7,3.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,9.7,17.69,0.0,0.0,1.26,0.87,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1050℃ 空冷 或 水冷;正火:NaN;退火:NaN,,,,,,,,
663,1Cr18Ni9Ti,621 所,光滑,Φ5,纵向,GB4338-84,118001,1.0,20.0,0.0,55.0,4.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,9.42,17.8,0.007,0.026,1.31,0.63,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:800℃ 时效 10h;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1150℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,奥氏体+少量δ铁素体,0
664,1Cr18Ni9Ti,621 所,光滑,Φ5,纵向,GB4338-84,118001,1.0,100.0,0.0,44.0,5.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,9.42,17.8,0.007,0.026,1.31,0.63,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:800℃ 时效 10h;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1150℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,奥氏体+少量δ铁素体,0
665,1Cr18Ni9Ti,621 所,光滑,Φ5,纵向,GB4338-84,118001,1.0,200.0,0.0,38.0,6.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,9.42,17.8,0.007,0.026,1.31,0.63,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:800℃ 时效 10h;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1150℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,奥氏体+少量δ铁素体,0
666,1Cr18Ni9Ti,621 所,光滑,Φ5,纵向,GB4338-84,118001,1.0,300.0,0.0,29.0,7.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,9.42,17.8,0.007,0.026,1.31,0.63,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:800℃ 时效 10h;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1150℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,奥氏体+少量δ铁素体,0
667,1Cr18Ni9Ti,621 所,光滑,Φ5,纵向,GB4338-84,118001,1.0,400.0,0.0,26.5,8.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,9.42,17.8,0.007,0.026,1.31,0.63,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:800℃ 时效 10h;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1150℃ 水冷;正火:NaN;退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,奥氏体+少量δ铁素体,0
