,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,伸长率5,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,热处理工艺,夹杂物,晶粒度,最大晶粒度,渗氮,渗碳,试验单位-金相组织,金相组织,马氏体转变开
0,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,2.0,25.0,1.0,2.0,1.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:900℃  8分,空冷;退火:NaN",,,,,,,,
1,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,3.0,25.0,1.0,1.8,2.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:510℃  3h 空冷;淬火:NaN;正火:900℃  8分,空冷;退火:NaN",,,,,,,,
2,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,350.0,1.0,13.2,3.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
3,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,350.0,1.0,10.4,4.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
4,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,400.0,1.0,11.6,5.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
5,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,400.0,1.0,11.6,6.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
6,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,450.0,1.0,12.4,7.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
7,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,450.0,1.0,12.8,8.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
8,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,510.0,1.0,20.0,9.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
9,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,510.0,1.0,18.6,10.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
10,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,600.0,1.0,42.6,11.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
11,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,600.0,1.0,64.4,12.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
12,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,700.0,1.0,55.7,13.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
13,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,800.0,1.0,52.2,14.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
14,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,5.0,800.0,1.0,48.0,15.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:480℃  3h 空冷;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
15,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,900.0,1.0,10.8,16.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
16,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,1000.0,1.0,38.1,17.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
17,00Cr12Ni8Cu2AlNb,_,光滑,_,_,,060195,4.0,1100.0,1.0,17.0,18.0,_,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,0.025,0.025,0.35,0.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:850℃  30分 空冷;退火:NaN,,,,,,,,
18,00Cr17Ni14Mo2,上海材料研究所,光滑,Φ10,纵向,GB228-87,74-765,1.0,25.0,5.0,59.2,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.26,17.0,0.004,0.02,1.4,0.415,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1100℃ 油冷;正火:NaN;退火:NaN,NaN,6,7,NaN,NaN,NaN,奥氏体,0
19,08,上海材料研究所,光滑,Φ10,纵向,GB228-87,903108,1.0,25.0,5.0,37.3,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.009,0.011,0.49,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:930℃,45分,空冷;退火:NaN",NaN,0,0,NaN,NaN,上海材料研究所,铁素体+少量珠光体,0
20,08Al,南京汽车研究所,光滑,_,纵向,GB228-76,C2249161,1.0,25.0,0.0,43.1,1.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0165,0.36,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,NaN,7,8,NaN,NaN,南京汽车厂研究所,"游离渗碳体,A列1~1.5级",0
21,08Al,南京汽车研究所,光滑,_,横向,GB228-76,C2249161,1.0,25.0,0.0,43.9,2.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0165,0.36,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,NaN,7,8,NaN,NaN,南京汽车厂研究所,"游离渗碳体,A列1~1.5级",0
22,08Al,南京汽车研究所,光滑,_,纵向,GB228-76,C3128791,1.0,25.0,0.0,45.8,3.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.0609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0105,0.42,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
23,08Al,南京汽车研究所,光滑,_,横向,GB228-76,C3128791,1.0,25.0,0.0,48.3,4.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.0609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0105,0.42,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
24,08Al,南京汽车研究所,光滑,_,纵向,GB228-76,A2036292,1.0,25.0,0.0,45.8,5.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0165,0.4,0.032,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
25,08Al,南京汽车研究所,光滑,_,横向,GB228-76,A2036292,1.0,25.0,0.0,41.7,6.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0165,0.4,0.032,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
26,08Al,南京汽车研究所,光滑,_,纵向,GB228-76,A2253411,1.0,25.0,0.0,45.7,7.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0185,0.35,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
27,08Al,南京汽车研究所,光滑,_,横向,GB228-76,A2253411,1.0,25.0,0.0,42.9,8.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0185,0.35,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
28,08Al,南京汽车研究所,光滑,_,纵向,GB228-76,C2249681,1.0,25.0,0.0,47.9,9.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.01,0.43,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
29,08Al,南京汽车研究所,光滑,_,横向,GB228-76,C2249681,1.0,25.0,0.0,47.0,10.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.01,0.43,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
30,08Al,南京汽车研究所,光滑,_,纵向,GB228-76,6227/2,1.0,25.0,0.0,47.8,11.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0165,0.38,0.032,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
31,08Al,南京汽车研究所,光滑,_,横向,GB228-76,6227/2,1.0,25.0,0.0,43.1,12.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0165,0.38,0.032,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
32,08Al,南京汽车研究所,光滑,_,纵向,GB228-76,6636/1-1,1.0,25.0,0.0,45.3,13.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0185,0.45,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
33,08Al,南京汽车研究所,光滑,_,横向,GB228-76,6636/1-1,1.0,25.0,0.0,42.4,14.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0185,0.45,0.032,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
34,08Al,南京汽车研究所,光滑,_,纵向,GB228-76,6644/2,1.0,25.0,0.0,46.9,15.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0185,0.4,0.032,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
35,08Al,南京汽车研究所,光滑,_,横向,GB228-76,6644/2,1.0,25.0,0.0,45.9,16.0,南京汽车厂,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0185,0.4,0.032,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
36,08F,上海材料研究所,光滑,Φ10,纵向,GB228-87,1008,1.0,25.0,3.0,42.0,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0073,0.47,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:930℃ 40';退火:NaN,NaN,0,0,NaN,NaN,上海材料研究所,铁素体+珠光体,0
37,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89001,1.0,25.0,3.0,33.4,1.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.02,0.017,0.63,0.78,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,NaN,7,7,NaN,NaN,第二汽车厂,铁素体+珠光体,0
38,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89002,1.0,25.0,3.0,31.2,2.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
39,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89003,1.0,25.0,3.0,30.7,3.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
40,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89004,1.0,25.0,4.0,31.7,4.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
41,09SiVL,第二汽车厂,光滑,7*30*95,纵向,GB228-87,89005,1.0,25.0,3.0,31.9,5.0,第二汽车厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:热轧;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN,,,,,,,,
