Hz_1,Hz_2,Hz_3,u_1,u_2,u_3,widths_1,widths_2,widths_3,width_heights_1,width_heights_2,width_heights_3,prominences_1,prominences_2,prominences_3,minRL
4.4,11.48,13.0,0.276074,0.603911,0.485046,53.9031265592407,40.84573061124209,11.88312091899013,0.2466314285714285,0.37645149999999994,0.4124670714285713,0.05778942857142855,0.41821871428571417,0.1462532857142857,-48.8827
5.48,9.44,11.96,0.067031,0.091085,0.177586,29.597844692843978,38.33581282269222,27.561111767375166,0.04046621428571427,0.05698664285714285,0.10947221428571427,0.05048642857142854,0.0651572857142857,0.13536842857142856,-25.8836
9.32,13.76,17.68,0.032197,0.03907,0.02593,25.81505896012169,38.564159891188865,8.023078881974243,0.02480364285714285,0.02250778571428571,0.021843357142857137,0.014671285714285717,0.03196957142857142,0.0047075714285714325,-11.2917
3.16,4.88,16.4,0.248677,0.242372,-0.027293,85.96321656321943,7.575000000000003,49.916666666666686,0.18815478571428568,0.24164449999999993,-0.035052999999999994,0.12062871428571423,0.0015935714285714442,0.015104285714285712,-46.0213
2.96,4.04,4.8,0.230489,0.225882,0.230974,113.18575815847488,10.437451677748598,26.72729607523962,0.15901992857142855,0.21737685714285707,0.21689171428571424,0.14619528571428575,0.017356571428571443,0.02082085714285714,-40.2318
2.84,3.68,11.16,0.320459,0.292086,0.019753,54.07612278391098,8.310037518624036,19.511538461538464,0.2662069285714285,0.2756471428571428,0.012997642857142853,0.10129728571428567,0.01666342857142855,0.012263571428571424,-41.4559
3.84,7.76,15.88,0.389958,0.256436,0.148939,19.149877926656586,39.16553755522823,24.429617398169285,0.38211771428571417,0.25251585714285707,0.14497849999999995,0.016003428571428613,0.007840285714285744,0.007920999999999984,-32.7598
14.04,14.12,17.32,0.176096,0.176096,0.184017,38.278197802553734,38.278197802553734,18.273673632384657,0.15847628571428568,0.15847628571428568,0.17108521428571422,0.034916571428571436,0.034916571428571436,0.02295385714285711,-50.8563
8.84,12.12,15.72,0.046073,-0.01466,0.026178,72.43274199267313,7.791520221905159,76.48801917689065,0.008040428571428566,-0.019334571428571423,0.008152642857142855,0.07337285714285713,0.0066568571428571414,0.03545242857142856,-51.3643
8.36,13.84,16.4,0.00366,0.055948,0.086275,21.621247378651617,21.37522709315732,44.27245066504389,-0.007282999999999999,0.04791771428571428,0.06446321428571428,0.022184857142857138,0.013968571428571427,0.04093385714285714,-23.2318
4.16,6.2,16.44,0.027327,0.021622,0.045495,51.365296149482624,21.318049320269083,52.58878625339139,0.018607857142857134,0.01965921428571428,0.04130714285714285,0.017223999999999993,0.003882428571428568,0.0077328571428571455,-53.748
8.6,13.56,16.48,0.091331,0.086089,0.046774,56.49999999999997,13.400032702894237,14.593523461597101,0.08234471428571427,0.07682185714285711,0.03301421428571428,0.017972571428571435,0.01853428571428571,0.029017285714285707,-28.1663
5.6,8.28,10.44,0.134762,0.14619,0.108095,27.465156455324788,106.50115802980758,34.79335982523364,0.11865649999999997,0.10006799999999998,0.08464292857142855,0.030034142857142843,0.08680257142857142,0.045408142857142834,-46.0132
5.6,9.24,17.24,0.005714,0.010162,-0.023801,15.494289506054628,123.91736729310912,24.086239715243494,0.0028407142857142854,-0.003007357142857143,-0.034558214285714275,0.00557342857142857,0.026338714285714278,0.02070642857142856,-55.302
2.68,6.44,16.92,0.160637,0.079878,-0.029968,16.83502399881899,26.140627045227987,27.112678578084456,0.10380371428571425,0.06351464285714284,-0.0455832857142857,0.11113714285714281,0.032107,0.02968142857142856,-55.9426
8.84,12.12,15.72,0.046073,-0.01466,0.026178,72.43274199267313,7.791520221905159,76.48801917689065,0.008040428571428566,-0.019334571428571423,0.008152642857142855,0.07337285714285713,0.0066568571428571414,0.03545242857142856,-51.3643
8.36,13.84,16.4,0.00366,0.055948,0.086275,21.621247378651617,21.37522709315732,44.27245066504389,-0.007282999999999999,0.04791771428571428,0.06446321428571428,0.022184857142857138,0.013968571428571427,0.04093385714285714,-23.2318
4.16,6.2,16.44,0.027327,0.021622,0.045495,51.365296149482624,21.318049320269083,52.58878625339139,0.018607857142857134,0.01965921428571428,0.04130714285714285,0.017223999999999993,0.003882428571428568,0.0077328571428571455,-53.748
8.6,13.56,16.48,0.091331,0.086089,0.046774,56.49999999999997,13.400032702894237,14.593523461597101,0.08234471428571427,0.07682185714285711,0.03301421428571428,0.017972571428571435,0.01853428571428571,0.029017285714285707,-28.1663
5.6,8.28,10.44,0.134762,0.14619,0.108095,27.465156455324788,106.50115802980758,34.79335982523364,0.11865649999999997,0.10006799999999998,0.08464292857142855,0.030034142857142843,0.08680257142857142,0.045408142857142834,-46.0132
5.6,9.24,17.24,0.005714,0.010162,-0.023801,15.494289506054628,123.91736729310912,24.086239715243494,0.0028407142857142854,-0.003007357142857143,-0.034558214285714275,0.00557342857142857,0.026338714285714278,0.02070642857142856,-55.302
2.52,2.96,14.68,0.355469,0.316406,0.269531,5.40317602217039,7.128827588145164,25.62056822815771,0.2848772857142856,0.2770648571428571,0.16406242857142855,0.04575914285714289,0.06808028571428576,0.2008928571428571,-43.7918
2.48,3.24,13.4,0.568648,0.565061,0.070184,14.877783019423749,5.106722678463878,25.08378067484665,0.5249744285714284,0.5208759999999999,0.043032357142857136,0.07658799999999999,0.05455942857142859,0.05327871428571427,-10.5367
5.36,8.96,15.08,0.01167,0.011429,0.020241,48.5937676877267,26.928971070216704,50.32841531319184,-0.007568357142857139,-0.0022433571428571424,-0.0033342857142857132,0.03794214285714284,0.026464428571428566,0.04659971428571427,-54.2008
4.88,13.44,15.6,0.221193,0.09465,0.100823,24.814763576113684,28.999956822046556,29.431793914043226,0.13587592857142855,0.06092014285714284,0.06569664285714284,0.15623157142857141,0.06569657142857141,0.06437385714285712,-53.028
2.68,6.76,16.88,0.155652,0.060994,0.005342,13.858526610091547,37.99344883682882,30.472603413178717,0.09318528571428569,0.03902399999999999,-0.017284857142857137,0.10569657142857142,0.04251999999999999,0.04049685714285713,-47.1053
7.8,10.72,16.08,0.108838,0.059738,-0.09329,55.16849683986747,26.988277783221207,15.7588111014947,0.0828850714285714,0.03790621428571428,-0.10346035714285712,0.04629414285714284,0.03641557142857142,0.018704714285714297,-25.3427
6.0,15.56,17.12,0.042553,-0.048282,0.048282,12.024945007943302,10.23042916013992,20.625166960633806,0.03594821428571428,-0.05284064285714284,-0.0019582142857142854,0.010872142857142858,0.007715285714285716,0.08551585714285712,-65.8591
8.4,14.88,16.72,-0.0982,-0.135025,-0.140753,18.490991088474118,102.75246902120494,16.974945157855416,-0.1326278571428571,-0.1542846428571428,-0.1539045714285714,0.062192857142857105,0.03805185714285714,0.02513399999999999,-32.7019
11.28,13.52,14.8,-0.094675,-0.064793,-0.065385,35.65062729664217,14.388343217426325,131.8354900823922,-0.11642014285714283,-0.08148771428571426,-0.15304307142857138,0.04196942857142856,0.02789514285714284,0.17472528571428567,-20.086
4.08,7.56,17.48,0.125444,0.072189,-0.018343,8.26269389955766,83.8055337528237,17.647578523881748,0.1144970714285714,0.04890107142857142,-0.029142142857142853,0.017920714285714276,0.04666099999999999,0.020245142857142854,-11.6688
7.24,13.4,14.88,0.013018,-0.035799,0.017456,35.26170931916948,20.60628993425877,16.79169975094254,-0.004902785714285714,-0.10048614285714283,-0.08615807142857142,0.034826428571428564,0.12607771428571424,0.20097214285714282,-48.8369
7.56,11.8,16.8,0.046885,0.219692,0.042063,11.718494038361854,35.988290665924154,23.847439171813335,0.03683849999999999,0.12200742857142854,0.03801535714285713,0.020092999999999996,0.19364685714285712,0.008095285714285715,-15.9044
6.6,11.8,17.08,0.022822,0.026722,0.009551,60.73909771329228,221.37908864677706,12.732377227882864,0.018840428571428567,0.013999499999999995,0.007995642857142856,0.007905142857142859,0.02545957142857142,0.0027349999999999987,-42.085
4.32,10.68,16.76,0.161587,0.483318,0.739405,12.856831683168352,39.12231988225838,27.545645786268494,0.15602228571428567,0.28092214285714284,0.5737471428571428,0.008862571428571414,0.40396742857142853,0.32657485714285717,-55.0151
2.36,9.44,16.08,0.029367,0.026739,0.112655,10.995041224970553,23.317000373669373,6.533692002057592,0.025150357142857137,0.024269357142857134,0.11078499999999997,0.007277285714285715,0.0045338571428571416,0.0018917142857142882,-14.8155
6.64,14.96,17.2,0.233856,0.289342,0.226803,21.69898623700287,110.71560722188184,16.824045372086175,0.2215125714285714,0.24062357142857135,0.21634014285714281,0.023880571428571445,0.09488342857142856,0.02018600000000001,-13.478
3.48,6.68,13.04,0.2221,0.198589,0.202351,13.005816952967294,21.453970926172758,69.49969626786424,0.21165471428571425,0.17707678571428564,0.17835321428571424,0.0184054285714286,0.0401364285714286,0.04779442857142857,-15.3916
6.56,13.16,17.48,0.168025,0.189185,0.143574,20.76363497320348,39.1702130855586,10.210330921298976,0.15087899999999996,0.15925907142857137,0.12733414285714284,0.03113514285714286,0.05743357142857142,0.02475371428571428,-16.237
3.92,7.4,10.2,0.382291,0.12358,0.097401,10.437521436625481,11.81813313454444,27.23809523809524,0.35935664285714275,0.10532107142857139,0.07804199999999999,0.03618871428571435,0.031238428571428556,0.035197999999999986,-12.1039
3.96,9.92,13.88,0.38845,0.115881,0.320693,6.252443875987744,18.488577098804996,29.42073853734678,0.3651862857142857,0.09916149999999999,0.1511342857142857,0.02936885714285714,0.029918999999999987,0.31293857142857134,-49.7772
7.24,13.4,14.92,-0.001155,-0.042733,0.008085,36.40070138979087,19.717750133660104,15.431110236934842,-0.015784499999999996,-0.10675099999999998,-0.09036149999999997,0.028378999999999995,0.12011599999999997,0.19249299999999994,-19.4041
4.24,13.28,14.2,0.225503,0.61745,0.641611,39.52740858592982,6.6994489761497675,25.810814591575593,0.1806329285714285,0.4617449999999999,0.39961649999999993,0.08398842857142857,0.14918542857142858,0.4663469999999999,-49.342
2.52,15.2,16.36,0.467114,0.12349,0.085906,20.935280208308004,13.685195149207402,9.42895977786111,0.2615533571428571,0.06960699999999999,0.05369142857142856,0.4065195714285713,0.10009571428571426,0.060594571428571414,-49.2754
3.84,7.76,15.88,0.389958,0.256436,0.148939,19.149877926656586,39.16553755522823,24.429617398169285,0.38211771428571417,0.25251585714285707,0.14497849999999995,0.016003428571428613,0.007840285714285744,0.007920999999999984,-32.7598
14.04,14.12,17.32,0.176096,0.176096,0.184017,38.278197802553734,38.278197802553734,18.273673632384657,0.15847628571428568,0.15847628571428568,0.17108521428571422,0.034916571428571436,0.034916571428571436,0.02295385714285711,-50.8563
11.92,14.88,16.44,-0.006615,-0.020623,-0.015175,22.400154202004614,15.219389632476407,19.62069391582935,-0.010505999999999998,-0.02408285714285714,-0.022651428571428565,0.007003999999999998,0.005586000000000001,0.013507714285714286,-23.4033
2.44,3.88,8.76,0.14878,0.042276,0.053659,7.074767692936492,12.713078605145022,112.6871865834043,0.09715442857142853,0.020934857142857137,0.023606357142857137,0.06957028571428568,0.03408799999999999,0.05511042857142856,-27.6265
5.6,8.64,11.04,0.091057,0.10122,0.145528,20.973774539729618,13.209161727980899,54.183593002596695,0.0652727857142857,0.07186399999999998,0.08225871428571427,0.04878099999999999,0.04860657142857142,0.12258971428571425,-19.7263
4.52,9.08,14.32,0.015263,0.015263,-0.070409,15.533334138914228,201.06296576196797,22.108022416151528,-0.008124071428571427,-0.031054571428571418,-0.0855312857142857,0.04255471428571427,0.09263514285714283,0.030667428571428554,-42.3806
2.48,9.28,17.08,-0.051699,0.028065,-0.342196,9.535561196116461,161.4990114512239,17.598034479930504,-0.08377292857142855,-0.0496587857142857,-0.39276928571428565,0.05387928571428571,0.15291557142857137,0.09383142857142857,-28.1806
2.48,14.12,17.08,0.342688,-0.115707,-0.13934,7.472307936260831,27.691176571022027,18.51941440984058,0.28676914285714283,-0.14781592857142856,-0.18372378571428566,0.06443028571428572,0.061123857142857146,0.08651642857142852,-25.8102
4.52,10.32,12.68,0.037017,0.048202,-0.059654,14.560607452900136,32.76166269987371,16.064869579511026,0.035381428571428564,0.02170421428571428,-0.10749485714285711,0.0029671428571428626,0.05155042857142856,0.0839642857142857,-46.3792
5.8,11.64,16.76,0.030286,0.04315,0.117646,23.104331844028863,10.888991668561061,24.923255841136665,0.023457357142857137,0.04194907142857142,0.10965192857142855,0.012720142857142853,0.0019218571428571418,0.015410714285714278,-46.2524
2.36,9.44,15.04,0.028026,0.02186,0.04447,11.24193576386629,36.46100858144635,61.392514595496266,0.024869428571428563,0.018613571428571424,0.03359721428571428,0.006215428571428566,0.00642742857142857,0.02174557142857143,-66.863
4.4,9.0,13.92,0.004046,0.025971,0.036248,18.143846773969372,81.30966849932695,43.761069092186574,0.0009543571428571431,0.009796071428571428,0.014869642857142852,0.006150142857142856,0.03176185714285713,0.04243071428571428,-29.4895
5.0,9.24,15.36,0.010897,0.015465,0.01752,34.37835080163718,48.05020952237004,63.61497986626779,0.00616642857142857,0.00906185714285714,0.011435428571428569,0.00880885714285714,0.012806285714285711,0.012169142857142852,-15.8846
2.6,4.84,15.08,0.783844,0.772145,0.473816,11.87501068467391,37.166870864821796,35.00002849165196,0.7750694999999999,0.7545959999999998,0.4591919999999999,0.017548999999999926,0.03509799999999985,0.02924800000000005,-46.9528
4.2,8.48,15.72,0.476012,0.491004,0.427286,105.40282142116031,69.16666666666671,21.21822701916085,0.4520505714285713,0.44950728571428555,0.39315142857142843,0.047922857142857156,0.0829934285714285,0.06719828571428577,-29.8573
4.24,8.36,15.12,0.096441,0.068215,0.112123,16.87816506324227,22.354755506980865,85.3589111985641,0.07527157142857141,0.05802199999999998,0.07812771428571426,0.03561914285714285,0.01904199999999999,0.0644065714285714,-61.1305
3.08,4.56,14.0,1.303665,1.17801,0.74411,20.136458723344877,16.77276936611564,20.21270967917269,1.0907816428571424,1.1242987142857142,0.6007854285714285,0.32928185714285685,0.08666771428571418,0.244016,-50.2858
2.84,4.36,6.36,0.314693,0.333393,0.361175,13.592963324699136,23.955000626994988,105.22972935175383,0.2977674999999999,0.32640885714285706,0.3191006428571428,0.028278714285714268,0.013051714285714222,0.08132557142857144,-43.0162
2.52,2.96,14.68,0.355469,0.316406,0.269531,5.40317602217039,7.128827588145164,25.62056822815771,0.2848772857142856,0.2770648571428571,0.16406242857142855,0.04575914285714289,0.06808028571428576,0.2008928571428571,-43.7918
2.48,3.24,13.4,0.568648,0.565061,0.070184,14.877783019423749,5.106722678463878,25.08378067484665,0.5249744285714284,0.5208759999999999,0.043032357142857136,0.07658799999999999,0.05455942857142859,0.05327871428571427,-10.5367
4.24,13.28,14.2,0.225503,0.61745,0.641611,39.52740858592982,6.6994489761497675,25.810814591575593,0.1806329285714285,0.4617449999999999,0.39961649999999993,0.08398842857142857,0.14918542857142858,0.4663469999999999,-49.342
2.52,15.2,16.36,0.467114,0.12349,0.085906,20.935280208308004,13.685195149207402,9.42895977786111,0.2615533571428571,0.06960699999999999,0.05369142857142856,0.4065195714285713,0.10009571428571426,0.060594571428571414,-49.2754
2.36,5.36,15.16,0.047283,0.006196,0.047772,10.985928633117691,35.943042735915185,64.88441669799477,0.04216407142857141,-0.0020494999999999984,0.036879928571428564,0.009153857142857137,0.016280999999999993,0.021784142857142853,-31.6883
2.36,9.44,15.04,0.028026,0.02186,0.04447,11.24193576386629,36.46100858144635,61.392514595496266,0.024869428571428563,0.018613571428571424,0.03359721428571428,0.006215428571428566,0.00642742857142857,0.02174557142857143,-66.863
4.4,9.0,13.92,0.004046,0.025971,0.036248,18.143846773969372,81.30966849932695,43.761069092186574,0.0009543571428571431,0.009796071428571428,0.014869642857142852,0.006150142857142856,0.03176185714285713,0.04243071428571428,-29.4895
5.0,9.24,15.36,0.010897,0.015465,0.01752,34.37835080163718,48.05020952237004,63.61497986626779,0.00616642857142857,0.00906185714285714,0.011435428571428569,0.00880885714285714,0.012806285714285711,0.012169142857142852,-15.8846
2.6,4.84,15.08,0.783844,0.772145,0.473816,11.87501068467391,37.166870864821796,35.00002849165196,0.7750694999999999,0.7545959999999998,0.4591919999999999,0.017548999999999926,0.03509799999999985,0.02924800000000005,-46.9528
4.2,8.48,15.72,0.476012,0.491004,0.427286,105.40282142116031,69.16666666666671,21.21822701916085,0.4520505714285713,0.44950728571428555,0.39315142857142843,0.047922857142857156,0.0829934285714285,0.06719828571428577,-29.8573
9.2,16.48,17.76,0.906215,0.076836,0.048588,62.760782697938936,10.899362726898858,6.75,0.5819209999999999,0.0716707857142857,0.047377285714285705,0.6440679999999999,0.008393285714285714,0.0024214285714285674,-48.4276
4.16,10.4,15.28,0.110734,0.039548,0.028249,23.154316303114925,16.416845349868595,45.11627994045864,0.07449557142857141,0.010815214285714282,-0.009200928571428572,0.07054085714285713,0.05423699999999998,0.07296271428571427,-43.0277
2.4,6.32,16.4,0.437288,0.174011,0.00339,12.688868996558273,41.437634824935,24.37455757224916,0.3226796428571428,0.13236442857142855,-0.02986278571428571,0.20855499999999993,0.08135599999999996,0.06327699999999999,-19.0561
3.64,11.76,16.2,0.081733,0.111169,0.091441,38.34341803643265,74.03222489275785,42.47926437592639,0.07108549999999997,0.0912392857142857,0.08596049999999997,0.021294999999999994,0.039680571428571426,0.010961000000000012,-19.8497
3.08,4.56,14.0,1.303665,1.17801,0.74411,20.136458723344877,16.77276936611564,20.21270967917269,1.0907816428571424,1.1242987142857142,0.6007854285714285,0.32928185714285685,0.08666771428571418,0.244016,-50.2858
5.64,8.64,14.88,0.106963,0.077901,0.113421,39.57873868147435,30.466863479251487,31.669349665713582,0.09277799999999997,0.05898807142857142,0.09531514285714282,0.028369999999999992,0.034366428571428576,0.03551999999999998,-48.4219
2.68,6.44,16.92,0.160637,0.079878,-0.029968,16.83502399881899,26.140627045227987,27.112678578084456,0.10380371428571425,0.06351464285714284,-0.0455832857142857,0.11113714285714281,0.032107,0.02968142857142856,-55.9426
4.24,8.36,15.12,0.096441,0.068215,0.112123,16.87816506324227,22.354755506980865,85.3589111985641,0.07527157142857141,0.05802199999999998,0.07812771428571426,0.03561914285714285,0.01904199999999999,0.0644065714285714,-61.1305
9.96,11.32,12.84,0.173556,0.15476,0.106631,158.07896057878298,8.74883373403128,12.416418687013675,0.13187564285714282,0.1495220714285714,0.09878964285714284,0.08323871428571426,0.00823814285714286,0.013527285714285728,-5.0534
16.92,17.04,17.12,0.70405,0.71028,0.70405,139.99903707270076,139.99903707270076,139.99903707270076,0.6982644999999998,0.6982644999999998,0.6982644999999998,0.01335099999999989,0.01335099999999989,0.01335099999999989,-24.4012
11.92,15.76,17.6,0.110479,0.082335,0.068563,153.13810846376703,30.876226955130335,7.288959247609171,0.07938407142857141,0.07493592857142854,0.0674507857142857,0.06206157142857142,0.014541857142857134,0.002052714285714269,-42.8293
16.92,17.04,17.12,0.70405,0.71028,0.70405,139.99903707270076,139.99903707270076,139.99903707270076,0.6982644999999998,0.6982644999999998,0.6982644999999998,0.01335099999999989,0.01335099999999989,0.01335099999999989,-24.4012
3.08,4.56,14.0,1.303665,1.17801,0.74411,20.136458723344877,16.77276936611564,20.21270967917269,1.0907816428571424,1.1242987142857142,0.6007854285714285,0.32928185714285685,0.08666771428571418,0.244016,-50.2858
2.84,4.36,6.36,0.314693,0.333393,0.361175,13.592963324699136,23.955000626994988,105.22972935175383,0.2977674999999999,0.32640885714285706,0.3191006428571428,0.028278714285714268,0.013051714285714222,0.08132557142857144,-43.0162
2.52,2.96,14.68,0.355469,0.316406,0.269531,5.40317602217039,7.128827588145164,25.62056822815771,0.2848772857142856,0.2770648571428571,0.16406242857142855,0.04575914285714289,0.06808028571428576,0.2008928571428571,-43.7918
2.48,3.24,13.4,0.568648,0.565061,0.070184,14.877783019423749,5.106722678463878,25.08378067484665,0.5249744285714284,0.5208759999999999,0.043032357142857136,0.07658799999999999,0.05455942857142859,0.05327871428571427,-10.5367
5.84,11.68,16.52,0.012052,-0.00465,-0.024389,20.250329380764157,38.201760498998794,20.395632133450476,0.01126585714285714,-0.008066499999999997,-0.025290499999999994,0.0014094285714285719,0.0068330000000000005,0.0016401428571428574,-54.7186
5.68,11.96,14.64,0.218413,0.104832,0.090018,55.37608674869479,38.502147664687044,12.681311260219843,0.1961905,0.09178099999999997,0.07142371428571426,0.044444999999999985,0.026102,0.03214914285714286,-25.3769
3.24,5.16,8.68,0.03761,0.035149,-0.009139,39.29041076040175,14.999593578540953,53.43983300775068,0.034534499999999996,0.03040421428571428,-0.02429714285714285,0.006150999999999997,0.007381000000000006,0.030316285714285712,-45.1214
6.36,11.88,14.96,0.162941,0.120588,0.087647,77.9170967264981,25.725369004108245,9.943267701764967,0.13926449999999996,0.1131300714285714,0.06801485714285713,0.047352999999999965,0.01407585714285714,0.02762571428571428,-29.1149
6.36,11.56,16.44,0.153529,0.092941,0.021471,79.37992924019088,33.99999999999997,40.1395656279509,0.12352914285714282,0.09020999999999998,0.016701642857142852,0.059831714285714294,0.005125999999999978,0.009033285714285714,-28.9968
2.44,6.96,14.8,0.099584,0.059151,0.030948,10.425136670563194,26.832418755389824,43.60887342816437,0.094521,0.05194885714285713,0.025706999999999994,0.01012600000000001,0.014404285714285724,0.010481999999999998,-4.4725
3.08,3.72,5.2,0.275419,0.260335,0.261453,120.7879926013872,10.100200905007206,19.444709626093797,0.1960095714285714,0.2575419285714285,0.25722271428571425,0.15075799999999998,0.004948142857142845,0.008300285714285649,-21.0503
5.16,7.96,9.48,0.056227,0.009387,0.008736,15.428469477382535,65.50321090609171,10.936559544842623,0.05111535714285713,-0.014962714285714284,0.0026486428571428564,0.009293857142857145,0.04851314285714285,0.010130142857142855,-35.5385
3.44,5.28,8.12,0.040613,0.043866,-0.014684,16.05126004784789,18.818532090683917,49.96337119560019,0.033317999999999987,0.031552071428571415,-0.02583649999999999,0.012732,0.022397571428571426,0.021932999999999994,-57.9176
2.92,7.92,14.96,0.005301,-0.091205,-0.112892,35.95079081568213,17.342891580193054,50.734984498160316,-0.0013597857142857135,-0.09589078571428569,-0.14534421428571423,0.013631571428571425,0.009371571428571437,0.06335585714285712,-14.3923
2.8,6.32,10.92,0.057798,0.111009,0.06055,14.428020198549763,120.23856921824057,21.312903084462732,0.047313285714285704,0.06946257142857142,0.05416107142857141,0.01703771428571428,0.08283085714285712,0.011729857142857139,-15.2131
5.4,7.72,11.04,0.088991,0.074312,0.051376,101.7913790218459,15.66077650700737,47.291613706523776,0.053080071428571414,0.06572721428571426,0.04233285714285713,0.06893814285714285,0.015858428571428565,0.018086285714285708,-15.4344
2.96,4.44,9.28,0.246752,0.22492,0.082215,15.613033723740113,11.770294047981608,69.97105611946205,0.23421942857142852,0.2136238571428571,0.04908714285714284,0.02392371428571427,0.02167971428571433,0.06595171428571428,-48.1017
5.36,8.96,15.08,0.01167,0.011429,0.020241,48.5937676877267,26.928971070216704,50.32841531319184,-0.007568357142857139,-0.0022433571428571424,-0.0033342857142857132,0.03794214285714284,0.026464428571428566,0.04659971428571427,-54.2008
